run_id,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,citation_relation
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2955056550,https://doi.org/10.17705/1thci.00113,Designing Virtual In-vehicle Assistants: Design Guidelines for Creating a Convincing User Experience,2019,,article,,https://doi.org/10.17705/1thci.00113,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1118&context=thci,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4391676703,https://doi.org/10.15637/jlecon.2294,"Beyond interaction: Generative AI in conversational marketing - foundations, developments, and future directions",2024,,article,,https://doi.org/10.15637/jlecon.2294,https://journals.gen.tr/index.php/jlecon/article/download/2294/1543,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4321854335,https://doi.org/10.1145/3581641.3584064,Addressing UX Practitioners’ Challenges in Designing ML Applications: an Interactive Machine Learning Approach,2023,,conference-paper,,https://doi.org/10.1145/3581641.3584064,https://dl.acm.org/doi/pdf/10.1145/3581641.3584064,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2939517934,https://doi.org/10.1007/978-3-030-17705-8_8,Adapting a Conversational Text Generator for Online Chatbot Messaging,2019,,conference-paper,,https://doi.org/10.1007/978-3-030-17705-8_8,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4296306275,https://doi.org/10.1145/3543174.3546845,"A Battle of Voices: A Study of the Relationship between Driving Experience, Driving Style, and In-Vehicle Voice Assistant Character",2022,,conference-paper,,https://doi.org/10.1145/3543174.3546845,,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4396832008,https://doi.org/10.1145/3613904.3642429,"""Are we all in the same boat?"" Customizable and Evolving Avatars to Improve Worker Engagement and Foster a Sense of Community in Online Crowd Work",2024,,conference-paper,,https://doi.org/10.1145/3613904.3642429,https://dl.acm.org/doi/pdf/10.1145/3613904.3642429,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4414453249,https://doi.org/10.1002/cb.70049,Anthropomorphic Virtual Agents in Luxury Travel Booking: Enhancing Perceived Anthropomorphism and Social Presence,2025,,article,,https://doi.org/10.1002/cb.70049,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2795703048,https://doi.org/10.1145/3170427.3170619,Voice-based Conversational UX Studies and Design,2018,,conference-paper,,https://doi.org/10.1145/3170427.3170619,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3095388499,https://doi.org/10.1145/3419249.3420170,Tell Me More: Transparency and Time-Fillers to Optimize Chatbots’ Waiting Time Experience,2020,,conference-paper,,https://doi.org/10.1145/3419249.3420170,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3028923313,https://doi.org/10.1145/3392837,Estimating Conversational Styles in Conversational Microtask Crowdsourcing,2020,,article,,https://doi.org/10.1145/3392837,https://dl.acm.org/doi/pdf/10.1145/3392837,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3092525808,https://doi.org/10.1609/hcomp.v8i1.7458,Trainbot: A Conversational Interface to Train Crowd Workers for Delivering On-Demand Therapy,2020,,conference-paper,,https://doi.org/10.1609/hcomp.v8i1.7458,https://ojs.aaai.org/index.php/HCOMP/article/download/7458/7303,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2901201739,https://doi.org/10.14236/ewic/hci2018.153,Back to the Future: Lessons from Knowledge Engineering Methodologies for Chatbot Design and Development,2018,,conference-paper,,https://doi.org/10.14236/ewic/hci2018.153,https://www.scienceopen.com/document_file/f686bafb-67c6-4524-a14a-4abe7916bfa4/ScienceOpen/BHCI-2018_Gillian%20Cameron.pdf,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3126459840,https://doi.org/10.1007/978-3-030-68288-0_11,Conversational Agents to Promote Children’s Verbal Communication Skills,2021,,conference-paper,,https://doi.org/10.1007/978-3-030-68288-0_11,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3198195126,https://doi.org/10.3390/su13179703,The Concept of a Smart City Communication in the Form of an Urban Mobile Application,2021,,article,,https://doi.org/10.3390/su13179703,https://www.mdpi.com/2071-1050/13/17/9703/pdf,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4281899532,https://doi.org/10.1145/3532106.3533528,Understanding the Negative Aspects of User Experience in Human-likeness of Voice-based Conversational Agents,2022,,conference-paper,,https://doi.org/10.1145/3532106.3533528,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4393011237,https://doi.org/10.1007/978-3-031-53960-2_7,Chatbots: An Overview of Current Issues and Challenges,2024,,conference-paper,,https://doi.org/10.1007/978-3-031-53960-2_7,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2934100890,https://doi.org/10.24251/hicss.2019.580,Design Guidelines for Creating a Convincing User Experience with Virtual In-vehicle Assistants,2019,,conference-paper,,https://doi.org/10.24251/hicss.2019.580,http://scholarspace.manoa.hawaii.edu/bitstream/10125/59919/1/0479.pdf,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3191471845,https://doi.org/10.1109/mc.2021.3083155,Conversational Artificial Intelligence: Changing Tomorrow’s Health Care Today,2021,,article,,https://doi.org/10.1109/mc.2021.3083155,https://ieeexplore.ieee.org/ielx7/2/9504456/09504493.pdf,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3007242172,https://doi.org/10.1007/978-3-658-27941-7_7,Soziotechnische Gestaltung von Chatbots,2020,,book-chapter,,https://doi.org/10.1007/978-3-658-27941-7_7,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4386451276,https://doi.org/10.23919/jsc.2023.0002,Leveraging Human-AI Collaboration in Crowd-Powered Source Search: A Preliminary Study,2023,,article,,https://doi.org/10.23919/jsc.2023.0002,https://ieeexplore.ieee.org/ielx7/8964404/10239701/10241351.pdf,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4282945717,https://doi.org/10.3758/s13428-022-01864-x,Chatbot Language - crowdsource perceptions and reactions to dialogue systems to inform dialogue design decisions,2022,,article,,https://doi.org/10.3758/s13428-022-01864-x,https://link.springer.com/content/pdf/10.3758/s13428-022-01864-x.pdf,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4405600368,https://doi.org/10.1109/access.2024.3520149,Investigating the Acceptance of Voice User Interfaces for Users With Disabilities,2024,,article,,https://doi.org/10.1109/access.2024.3520149,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4417154880,https://doi.org/10.1007/s00146-025-02743-7,Social robots as designed artifacts: the impact of programming tools on “human–robot interaction”,2025,,article,,https://doi.org/10.1007/s00146-025-02743-7,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3035499754,https://doi.org/10.1007/978-3-030-50578-3_26,Just the Right Mood for HIT!,2020,,conference-paper,,https://doi.org/10.1007/978-3-030-50578-3_26,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2758749059,https://doi.org/10.15439/2017f005,Emerging Trends and Novel Approaches in Interaction Design,2017,,conference-paper,,https://doi.org/10.15439/2017f005,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3084414886,,Remote Work Aided by Conversational Agents,2020,,conference-paper,,http://resolver.tudelft.nl/uuid:d1dbe888-537d-4561-9c4b-b8928e19d070,http://resolver.tudelft.nl/uuid:d1dbe888-537d-4561-9c4b-b8928e19d070,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4391676632,https://doi.org/10.15637/jlecon.2246,"Gender discrimination, glass ceiling and other obstacles faced by women in society",2024,,article,,https://doi.org/10.15637/jlecon.2246,https://journals.gen.tr/index.php/jlecon/article/download/2246/1542,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3116995516,,What can crowd computing do for the next generation of AI systems,2020,,conference-paper,,http://resolver.tudelft.nl/uuid:45bc18ea-62b1-4888-965e-641cbc461712,http://resolver.tudelft.nl/uuid:45bc18ea-62b1-4888-965e-641cbc461712,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3165479615,https://doi.org/10.21428/5395bc37.d8801b95,"Conversational Smart Products: A Research Opportunity, First Investigation And Definition",2019,,book-chapter,,https://doi.org/10.21428/5395bc37.d8801b95,https://desform19.pubpub.org/pub/conversational-smart-products/download/pdf,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4283788860,https://doi.org/10.29207/resti.v6i3.3816,Implementation of the Conversational Hybrid Design Model to Improve Usability in the FAQ,2022,,article,,https://doi.org/10.29207/resti.v6i3.3816,http://jurnal.iaii.or.id/index.php/RESTI/article/download/3816/600,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4407927003,https://doi.org/10.1515/icom-2024-0067,Breaking down barriers to warning technology adoption: usability and usefulness of a messenger app warning bot,2025,,article,,https://doi.org/10.1515/icom-2024-0067,,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4225089681,https://doi.org/10.1145/3491101.3519690,Conversation-Based Hybrid User Interface for Structured Qualitative Survey,2022,,conference-paper,,https://doi.org/10.1145/3491101.3519690,,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3107794162,https://doi.org/10.31940/soshum.v10i3.1972,"Are You Flirting, Objectifying or What? a Conversation Analysis of “you’re very sexy” Conversational Turn",2020,,article,,https://doi.org/10.31940/soshum.v10i3.1972,http://ojs.pnb.ac.id/index.php/SOSHUM/article/download/1972/1532,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4210831288,https://doi.org/10.1145/3490355.3490363,Researching for GIS annotation,2021,,conference-paper,,https://doi.org/10.1145/3490355.3490363,https://dl.acm.org/doi/pdf/10.1145/3490355.3490363,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4391925091,https://doi.org/10.21203/rs.3.rs-3960036/v1,The Effects of Response Time on Older and Young Adults’ Interaction Experience with Chatbot,2024,,preprint,,https://doi.org/10.21203/rs.3.rs-3960036/v1,https://www.researchsquare.com/article/rs-3960036/latest.pdf,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3115799730,,Designing Conversational Agents to Encourage User Narrative and Self-Reflection in Mental Wellbeing,2020,,dissertation,,https://hdl.handle.net/10371/170324,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4223518315,https://doi.org/10.2196/preprints.38525,Design and Evaluation Challenges of Conversational Agents in Healthcare and Wellbeing (Preprint),2022,,preprint,,https://doi.org/10.2196/preprints.38525,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4393035472,https://doi.org/10.1109/seeda-cecnsm61561.2023.10470482,“Athens Museum Explorer”: A Pilot Application of Cultural Proposals for a Smart City,2023,,conference-paper,,http://dx.doi.org/10.1109/seeda-cecnsm61561.2023.10470482,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4399475584,https://doi.org/10.15187/adr.2024.05.37.2.209,A Meta-Analysis on International Utilization Trends of User Experience Measurement Approaches: Digital Services and Products,2024,,review,,http://dx.doi.org/10.15187/adr.2024.05.37.2.209,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4415499498,https://doi.org/10.1007/978-3-658-36874-6_43-1,Chancen und Herausforderungen beim Einsatz von Chatbots,2024,,book-chapter,,https://doi.org/10.1007/978-3-658-36874-6_43-1,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3210314098,https://doi.org/10.1002/widm.1434,A critical review of state‐of‐the‐art chatbot designs and applications,2021,,article,,https://doi.org/10.1002/widm.1434,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4210890071,https://doi.org/10.1016/j.ijhcs.2022.102788,Understanding the user experience of customer service chatbots: An experimental study of chatbot interaction design,2022,,article,,https://doi.org/10.1016/j.ijhcs.2022.102788,https://www.sciencedirect.com/science/article/pii/S1071581922000179/pdf,,,2,5,termos=12; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3094833381,https://doi.org/10.2200/s01060ed1v01y202010hlt048,"Conversational AI: Dialogue Systems, Conversational Agents, and Chatbots",2020,,article,,https://doi.org/10.2200/s01060ed1v01y202010hlt048,,,,2,5,termos=11; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3002863031,https://doi.org/10.1016/j.dss.2020.113250,Conversational Recommender Systems and natural language:,2020,,article,,https://doi.org/10.1016/j.dss.2020.113250,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3159016082,https://doi.org/10.1145/3449101,My Bad! Repairing Intelligent Voice Assistant Errors Improves Interaction,2021,,article,,https://doi.org/10.1145/3449101,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4315750087,https://doi.org/10.2196/43135,Evaluating User Experience With a Chatbot Designed as a Public Health Response to the COVID-19 Pandemic in Brazil: Mixed Methods Study,2023,,article,,https://doi.org/10.2196/43135,https://jmir.org/api/download?alt_name=humanfactors_v10i1e43135_app1.pdf&filename=7b3ff9378bf98201e44876499865db1e.pdf,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4384520651,https://doi.org/10.1145/3571884.3597128,Trustworthy Embodied Conversational Agents for Healthcare,2023,,conference-paper,,https://doi.org/10.1145/3571884.3597128,https://dl.acm.org/doi/pdf/10.1145/3571884.3597128,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4402419094,https://doi.org/10.59400/cai.v2i2.1467,Enhancing user experience and trust in advanced LLM-based conversational agents,2024,,article,,https://doi.org/10.59400/cai.v2i2.1467,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4366003063,https://doi.org/10.1145/3579469,CommunityBots: Creating and Evaluating A Multi-Agent Chatbot Platform for Public Input Elicitation,2023,,article,,https://doi.org/10.1145/3579469,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4294740437,https://doi.org/10.1016/j.ijhcs.2022.102921,How to Make chatbots productive – A user-oriented implementation framework,2022,,article,,https://doi.org/10.1016/j.ijhcs.2022.102921,https://www.sciencedirect.com/science/article/pii/S1071581922001410/pdf,,,2,5,termos=9; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4362003575,https://doi.org/10.1080/07421222.2023.2172776,Leveraging Low Code Development of Smart Personal Assistants: An Integrated Design Approach with the SPADE Method,2023,,article,,https://doi.org/10.1080/07421222.2023.2172776,https://www.tandfonline.com/doi/pdf/10.1080/07421222.2023.2172776?needAccess=true&role=button,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4297156501,https://doi.org/10.1145/3546155.3546665,Effects of Humanlikeness and Conversational Breakdown on Trust in Chatbots for Customer Service,2022,,conference-paper,,https://doi.org/10.1145/3546155.3546665,,,,2,5,termos=9; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4282559157,https://doi.org/10.1080/07370024.2022.2081571,The IBM natural conversation framework: a new paradigm for conversational UX design,2022,,article,,https://doi.org/10.1080/07370024.2022.2081571,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
