candidate_id,corpus_id,expanded_id,title,doi,local_path,pages,sha256,source_url,license,validation
DCM-00714-OA002,DCM-00714,,Developing A Conversational Interface for an ACT-based Online Program: Understanding Adolescents’ Expectations of Conversational Style,10.1145/3571884.3597142,library/staging/master-openalex/DCM-00714-OA002-Developing-A-Conversational-Interface-for-an-ACT-based-Online-Pro.pdf,17,bbfc4f201cdcf885aabe24de9ded6e5a08d2096f4f25ad346305fea7064d9a4e,https://jyx.jyu.fi/bitstreams/c23b1cfa-3358-4544-890a-42576cbbafcf/download,cc-by,pdf-integral-validado-local
DCM-00726-OA001,DCM-00726,,User Experience Design: Beyond User Interface Design and Usability,10.5772/35041,library/staging/master-openalex/DCM-00726-OA001-User-Experience-Design-Beyond-User-Interface-Design-and-Usability.pdf,24,88cec41e150568bbf0ba81c0b264132733da36b7a4589a45260f7f8074715398,https://www.intechopen.com/citation-pdf-url/35818,cc-by,pdf-integral-validado-local
DCM-00780-OA002,DCM-00780,,"Designing a Couples-Based Conversational Agent to Promote Safe Sex in New, Young Couples: A User-Centred Design Approach",10.1145/3640794.3665556,library/staging/master-openalex/DCM-00780-OA002-Designing-a-Couples-Based-Conversational-Agent-to-Promote-Safe-Se.pdf,12,3f619c4228efa735bbeafac3c2fff28c23b846a354ff8f99fa4489637212eb25,https://pure.uva.nl/ws/files/213015548/3640794.3665556.pdf,cc-by,pdf-integral-validado-local
DCM-00784-OA003,DCM-00784,,Eliciting Spoken Interruptions to Inform Proactive Speech Agent Design,10.1145/3469595.3469618,library/staging/master-openalex/DCM-00784-OA003-Eliciting-Spoken-Interruptions-to-Inform-Proactive-Speech-Agent-D.pdf,12,f820a9424796aa91e202532c48f6a99f0e0904cad17e23829fd1fbc7f1fc5a89,https://arxiv.org/pdf/2106.02077,,pdf-integral-validado-local
DCM-00786-OA001,DCM-00786,,Exploring the Potential of Conversational AI Support for Agent-Based Social Simulation Model Design,10.18564/jasss.5681,library/staging/master-openalex/DCM-00786-OA001-Exploring-the-Potential-of-Conversational-AI-Support-for-Agent-Ba.pdf,25,d6b29e60edd0e804be30193717da9284142af153ebdcb1e8a1f34523e5fdd06b,https://www.jasss.org/28/3/2/2.pdf,cc-by,pdf-integral-validado-local
DCM-00789-OA001,DCM-00789,,IBOT: AN AGENT-BASED SOFTWARE FRAMEWORK FOR CREATING DOMAIN CONVERSATIONAL AGENTS,10.17771/pucrio.acad.35430,library/staging/master-openalex/DCM-00789-OA001-IBOT-AN-AGENT-BASED-SOFTWARE-FRAMEWORK-FOR-CREATING-DOMAIN-CONVER.pdf,70,2408ade744c117bfc53f625e6b623ae81dabe3a841b5e5fd0d1fd3d0d27ec1ad,https://www.maxwell.vrac.puc-rio.br/35430/35430.PDF,,pdf-integral-validado-local
DCM-00797-OA002,DCM-00797,,Who Does Your AI Work For? Designing Conversational Agents as Digital Fiduciaries,10.1145/3816046.3816299,library/staging/master-openalex/DCM-00797-OA002-Who-Does-Your-AI-Work-For-Designing-Conversational-Agents-as-Digi.pdf,5,5f74267fca950f39cad4b7859b682aaf7b659e56108c08f57dee305813f6601d,https://arxiv.org/pdf/2605.28908,cc-by,pdf-integral-validado-local
DCM-00802-OA001,DCM-00802,,Advancing Open-Domain Conversational Agents - Designing an Engaging System for Natural Multi-Turn Dialogue,10.18653/v1/2024.scichat-1.8,library/staging/master-openalex/DCM-00802-OA001-Advancing-Open-Domain-Conversational-Agents-Designing-an-Engaging.pdf,5,113a6709b1daaf20e540b3ed146d40127bc75e113fb18b4967cdfbde15eed477,https://aclanthology.org/2024.scichat-1.8.pdf,cc-by,pdf-integral-validado-local
DCM-00815-OA002,DCM-00815,,Designing for connection,10.17918/00011302,library/staging/master-openalex/DCM-00815-OA002-Designing-for-connection.pdf,153,8d1330d5b545eaf620eaf224e4b83b7929549b24f480094dda72c83a8f230560,https://researchdiscovery.drexel.edu/view/delivery/01DRXU_INST/12613979570004721/13613979560004721,other-oa,pdf-integral-validado-local
DCM-00829-OA002,DCM-00829,,System and User Strategies to Repair Conversational Breakdowns of Spoken Dialogue Systems: A Scoping Review,10.1145/3640794.3665558,library/staging/master-openalex/DCM-00829-OA002-System-and-User-Strategies-to-Repair-Conversational-Breakdowns-of.pdf,13,6b41246158986c2deec8ef54622810e3f1839700f69c6156a0f33634aa29e714,https://strathprints.strath.ac.uk/89541/1/Algjamdi-etal-CUI-2024-System-and-user-strategies-to-repair-conversational-breakdowns-of-spoken-dialogue.pdf,,pdf-integral-validado-local
DCM-00831-OA001,DCM-00831,,Construction of Hierarchical Structured Knowledge-based Recommendation Dialogue Dataset and Dialogue System,10.18653/v1/2022.dialdoc-1.9,library/staging/master-openalex/DCM-00831-OA001-Construction-of-Hierarchical-Structured-Knowledge-based-Recommend.pdf,10,dfa5b839ce18105c20b644a7ac914c18cec4bca702557b95e685c70d1dc55c52,https://aclanthology.org/2022.dialdoc-1.9.pdf,cc-by,pdf-integral-validado-local
DCM-00845-OA001,DCM-00845,,Docalog: Multi-document Dialogue System using Transformer-based Span Retrieval,10.18653/v1/2022.dialdoc-1.16,library/staging/master-openalex/DCM-00845-OA001-Docalog-Multi-document-Dialogue-System-using-Transformer-based-Sp.pdf,6,79fec89b8035caa1c22512af6f6ad4a2d3615e88420ef434ce0ad13c1868c021,https://aclanthology.org/2022.dialdoc-1.16.pdf,cc-by,pdf-integral-validado-local
DCM-00864-OA001,DCM-00864,,A Dialogue System for Assessing Activities of Daily Living: Improving Consistency with Grounded Knowledge,10.18653/v1/2023.dialdoc-1.8,library/staging/master-openalex/DCM-00864-OA001-A-Dialogue-System-for-Assessing-Activities-of-Daily-Living-Improv.pdf,12,d4043c17b053d6165ed19c0dc46145ee0796153db89053de7f47e084ee4915c2,https://aclanthology.org/2023.dialdoc-1.8.pdf,cc-by,pdf-integral-validado-local
DCM-00903-OA001,DCM-00903,,Conversational Survey Chatbot: User Experience and Perception,10.15308/sinteza-2021-322-327,library/staging/master-openalex/DCM-00903-OA001-Conversational-Survey-Chatbot-User-Experience-and-Perception.pdf,6,fd9c23359850e06968866c81623ffe5bf31c47ac8f0c982a2c169d12ac01e068,https://portal.sinteza.singidunum.ac.rs/Media/files/2021/322-327.pdf,,pdf-integral-validado-local
DCM-00952-OA001,DCM-00952,,O HUMOR CONVERSACIONAL NA FALA-EM-INTERAÇÃO EM AULAS DE LÍNGUA INGLESA,10.17771/pucrio.acad.12941,library/staging/master-openalex/DCM-00952-OA001-O-HUMOR-CONVERSACIONAL-NA-FALA-EM-INTERA-O-EM-AULAS-DE-L-NGUA-ING.pdf,13,ea1eeb6110f23b6b2fdd02922d229c49f3eec63a4cfcac507f21e6ea05675f43,https://www.maxwell.vrac.puc-rio.br/12941/12941_1.PDF,,pdf-integral-validado-local
DCM-00977-OA001,DCM-00977,,Marcadores conversacionais na interlíngua de aprendizes de espanhol no Brasil,10.11606/t.8.2007.tde-22102007-115052,library/staging/master-openalex/DCM-00977-OA001-Marcadores-conversacionais-na-interl-ngua-de-aprendizes-de-espanh.pdf,221,60ab9e83c743add7a2184e5688a94da0bfb8732e4bda2fdf36197935ab025042,http://www.teses.usp.br/teses/disponiveis/8/8142/tde-22102007-115052/publico/TESE_ELIANE_GONCALVES.pdf,,pdf-integral-validado-local
DCM-00980-OA001,DCM-00980,,Recursos conversacionais para a clínica ampliada com famílias em saúde mental,10.11606/t.59.2017.tde-23052017-090038,library/staging/master-openalex/DCM-00980-OA001-Recursos-conversacionais-para-a-cl-nica-ampliada-com-fam-lias-em-.pdf,145,d00ff397327a5ad23ac91c370b1db29060045466140945802db3cfe75214af1a,http://www.teses.usp.br/teses/disponiveis/59/59141/tde-23052017-090038/publico/tesepedropsmartins.pdf,,pdf-integral-validado-local
DCM-00981-OA001,DCM-00981,,AGENTES CONVERSACIONAIS NO ENSINO-APRENDIZAGEM DE LÍNGUAS,10.17771/pucrio.pdpe.16059,library/staging/master-openalex/DCM-00981-OA001-AGENTES-CONVERSACIONAIS-NO-ENSINO-APRENDIZAGEM-DE-L-NGUAS.pdf,15,e75d32e59904e721bec37348a002c3caaff4da822cb1cd9d8bbac5bad343aaa5,https://www.maxwell.vrac.puc-rio.br/16059/16059.PDF,,pdf-integral-validado-local
DCM-00985-OA001,DCM-00985,,CUMPRIMENTOS E DESPEDIDAS COMO RITUAIS CONVERSACIONAIS,10.17771/pucrio.escrita.6187,library/staging/master-openalex/DCM-00985-OA001-CUMPRIMENTOS-E-DESPEDIDAS-COMO-RITUAIS-CONVERSACIONAIS.pdf,11,9796bdbd8babb7c3a4927d547f465391de979a3fd3a173c10c1df018b0399141,https://www.maxwell.vrac.puc-rio.br/6187/6187.PDF,,pdf-integral-validado-local
DCM-00991-OA002,DCM-00991,,ANÁLISE DA PROPAGANDA ORAL À LUZ DOS ESTUDOS RETÓRICO-CONVERSACIONAIS,10.22533/at.ed.89518221115,library/staging/master-openalex/DCM-00991-OA002-AN-LISE-DA-PROPAGANDA-ORAL-LUZ-DOS-ESTUDOS-RET-RICO-CONVERSACIONA.pdf,15,da31493f0f668bfd3ffa6668541b28904a61e6b4dcc67a0c2d9288d2728db1d6,https://ojs.brazilianjournals.com.br/ojs/index.php/BRJD/article/download/88456/60040,,pdf-integral-validado-local
DCM-00995-OA001,DCM-00995,,A detecção de implicaturas conversacionais da ironia em textos de redes sociais através do aprendizado de máquina para português,10.11606/d.45.2018.tde-20230727-113522,library/staging/master-openalex/DCM-00995-OA001-A-detec-o-de-implicaturas-conversacionais-da-ironia-em-textos-de-.pdf,84,a195356a78884e4a278627b142294c7b7ca13ce9b2666e8a5ba58bfba5757ce3,http://www.teses.usp.br/teses/disponiveis/45/45134/tde-20230727-113522/publico/MartinsRayssaKullian.pdf,,pdf-integral-validado-local
DCM-00997-OA001,DCM-00997,,"A COMPLEXIDADE INTERACIONAL NA CENTRAL DE RESERVAS DE UMA COMPANHIA AÉREA: ENQUADRES, ALINHAMENTOS E SEQÜÊNCIAS CONVERSACIONAIS EM UM CONTEXTO INSTITUCIONAL",10.17771/pucrio.acad.5503,library/staging/master-openalex/DCM-00997-OA001-A-COMPLEXIDADE-INTERACIONAL-NA-CENTRAL-DE-RESERVAS-DE-UMA-COMPANH.pdf,11,0667bafd69f59a59b276793937dab185ae8ec9f196e1da3402cad162f2558a00,https://www.maxwell.vrac.puc-rio.br/5503/5503_1.PDF,,pdf-integral-validado-local
DCM-01021-OA001,DCM-01021,,Interfaces proactivas móviles desde Legacies Web: Un enfoque de diseño conductual,10.35537/10915/144700,library/staging/master-openalex/DCM-01021-OA001-Interfaces-proactivas-m-viles-desde-Legacies-Web-Un-enfoque-de-di.pdf,167,78e32beb4a3f4766a648a2f0378b816b2463e887c575c8b2b1ba2a6a667fcd1b,http://sedici.unlp.edu.ar/bitstream/handle/10915/144700/Documento_completo.pdf?sequence=1,cc-by-nc-sa,pdf-integral-validado-local
DCM-01029-OA001,DCM-01029,,Contribución al desarrollo de modelos de arquitectura software para el diseño de interfaces web de usuario inclusivas,10.20868/upm.thesis.68778,library/staging/master-openalex/DCM-01029-OA001-Contribuci-n-al-desarrollo-de-modelos-de-arquitectura-software-pa.pdf,219,674890cf8c11d9f2137c5d5605e6d73f23153ddbfa7c357b408b5c27762f3776,https://oa.upm.es/68778/1/LOURDES_MARCOS_PASCUAL.pdf,cc-by-nc-nd,pdf-integral-validado-local
DCM-01035-OA001,DCM-01035,,Interfaces narrativas. El pasaje de la producción transmediática al diseño de narrativas,10.35537/10915/134923,library/staging/master-openalex/DCM-01035-OA001-Interfaces-narrativas-El-pasaje-de-la-producci-n-transmedi-tica-a.pdf,430,696ae073f45da5b3660214b3b97fda540d96da0fa711492d342eea8904fe77cc,http://sedici.unlp.edu.ar/bitstream/handle/10915/134923/Documento_completo.pdf?sequence=1,cc-by-nc-sa,pdf-integral-validado-local
DCM-01112-OA002,DCM-01112,,Controlling AI Agent Participation in Group Conversations: A Human-Centered Approach,10.1145/3708359.3712089,library/staging/master-openalex/DCM-01112-OA002-Controlling-AI-Agent-Participation-in-Group-Conversations-A-Human.pdf,31,a62b0e1baee9343672a5f246ae57cee74a9b4b3512837df0ef543bb4d3d9dc6e,https://arxiv.org/pdf/2501.17258,cc-by-nc-nd,pdf-integral-validado-local
DCM-01310-OA002,DCM-01310,,Chatbot-mediated public service delivery,10.5210/fm.v25i12.10598,library/staging/master-openalex/DCM-01310-OA002-Chatbot-mediated-public-service-delivery.pdf,32,ae22e8c000bcb6622bf4ed465cdf7d5f7b586b95b513f1ca2b83f89e62c913ca,https://eprints.qut.edu.au/204999/8/68712357.pdf,,pdf-integral-validado-local
DCM-01440-OA002,DCM-01440,,Usabilidade de um chatbot para pessoas com hipertensão e diabetes,10.59681/2175-4411.v16.iespecial.2024.1292,library/staging/master-openalex/DCM-01440-OA002-Usabilidade-de-um-chatbot-para-pessoas-com-hipertens-o-e-diabetes.pdf,14,811f434566cec395b49465c0230fdaf7b5c7cf7357c48622e04296366566ef04,https://arca.fiocruz.br/bitstreams/21c762a5-6053-4e44-94da-20f0ac4ed4c2/download,other-oa,pdf-integral-validado-local
DCM-01474-OA001,DCM-01474,,Empowering Novice Users with AI: A Conversational Interface for Complex Product Troubleshooting,10.21606/iasdr.2025.584,library/staging/master-openalex/DCM-01474-OA001-Empowering-Novice-Users-with-AI-A-Conversational-Interface-for-Co.pdf,24,f6144d907c48bb23c8a5a8564f0be960364c2d19e423ccf0a6165cc5cb517649,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1648&context=iasdr,cc-by-nc,pdf-integral-validado-local
DCM-01475-OA001,DCM-01475,,Meet the peer and the cook : Design and evaluation of persuasive Embodied Conversational Agents to support healthy ageing,10.18174/545783,library/staging/master-openalex/DCM-01475-OA001-Meet-the-peer-and-the-cook-Design-and-evaluation-of-persuasive-Em.pdf,179,7d2e24783b4f2dc2114ca0c782e3c51eedda22b5db07e9ac4695c40a9d9ddda0,https://edepot.wur.nl/545783,,pdf-integral-validado-local
DCM-01477-OA001,DCM-01477,,Design of a Conversational Recommender System in Education,10.21203/rs.3.rs-3111462/v1,library/staging/master-openalex/DCM-01477-OA001-Design-of-a-Conversational-Recommender-System-in-Education.pdf,26,e0fc5d87b99683b2a8ed9c3e90070abb718831add27014c8beeeeadadf8119ff,https://www.researchsquare.com/article/rs-3111462/latest.pdf,cc-by,pdf-integral-validado-local
DCM-01500-OA003,DCM-01500,,Supporting eating behaviour of community-dwelling older adults: co-design of an embodied conversational agent,10.1080/24735132.2021.1885592,library/staging/master-openalex/DCM-01500-OA003-Supporting-eating-behaviour-of-community-dwelling-older-adults-co.pdf,21,c2cc89b87063bd3fc18ee1f05e4e213952605209066dc28daf8b7fc25f4a1669,https://edepot.wur.nl/545050,,pdf-integral-validado-local
DCM-01502-OA003,DCM-01502,,Proposed Use of a Conversational Agent for Patient Empowerment,10.5220/0010414408170824,library/staging/master-openalex/DCM-01502-OA003-Proposed-Use-of-a-Conversational-Agent-for-Patient-Empowerment.pdf,8,76351ef60b15566add96e85324e8efd4802c7b30f555bc0a03cc32170e1a603e,https://mural.maynoothuniversity.ie/id/eprint/15248/1/104144.pdf,,pdf-integral-validado-local
DCM-01547-OA002,DCM-01547,,Conversational Agents and the Construction of Humorous Acts,10.1002/9780470512470.ch2,library/staging/master-openalex/DCM-01547-OA002-Conversational-Agents-and-the-Construction-of-Humorous-Acts.pdf,30,10795ac6f488efc6299ac918e090aca3ebb98b5794ee1d00dfe533d189c41784,https://ris.utwente.nl/ws/files/5585911/Nijholt07conversational.pdf,,pdf-integral-validado-local
DCM-01557-OA001,DCM-01557,,Does a code-switching dialogue system help users learn conversational fluency in Choctaw?,10.18653/v1/2025.americasnlp-1.2,library/staging/master-openalex/DCM-01557-OA001-Does-a-code-switching-dialogue-system-help-users-learn-conversati.pdf,10,90a5bbfb74739ede9bbf52c5385266a70eee9d502096f4ccbefe50770003b6f0,https://aclanthology.org/2025.americasnlp-1.2.pdf,cc-by,pdf-integral-validado-local
DCM-01559-OA001,DCM-01559,,Analysis of Empathic Dialogue in Actual Doctor-Patient Calls and Implications for Design of Embodied Conversational Agents,10.4000/ijcol.862,library/staging/master-openalex/DCM-01559-OA001-Analysis-of-Empathic-Dialogue-in-Actual-Doctor-Patient-Calls-and-.pdf,23,f6d6e3587b99323e52104c030ecc911b30f3a18dec678f35ac897d632bd7037f,https://journals.openedition.org/ijcol/pdf/862,cc-by-nc-nd,pdf-integral-validado-local
DCM-01560-OA001,DCM-01560,,Neural Utterance Ranking Model for Conversational Dialogue Systems,10.18653/v1/w16-3648,library/staging/master-openalex/DCM-01560-OA001-Neural-Utterance-Ranking-Model-for-Conversational-Dialogue-System.pdf,11,b5806afef7ba7787f79e4a2e001024cec5aaa949d7d8984385aa3ae858807019,https://www.aclweb.org/anthology/W16-3648.pdf,cc-by,pdf-integral-validado-local
DCM-01563-OA001,DCM-01563,,FITCHECK: AI-POWERED CHATBOT INTEGRATION FOR ENHANCED USER EXPERIENCE IN E-COMMERCE PLATFORMS,10.58257/ijprems51548,library/staging/master-openalex/DCM-01563-OA001-FITCHECK-AI-POWERED-CHATBOT-INTEGRATION-FOR-ENHANCED-USER-EXPERIE.pdf,9,8513f8f4d20cfc12a57e3e74aae12dbbbe9d3d363b0afbf24b30ecae8a1f1547,https://doi.org/10.58257/ijprems51548,,pdf-integral-validado-local
DCM-01572-OA001,DCM-01572,,Cilvēciskāki čatboti: komunikācijā balstīti risinājumi lietotāju pieredzes uzlabošanai = Humanizing Chatbots: Conversation Based Solutions for Chatbot User Experience Enhancement : Konferenču referātu kopsavilkumu krājums = Collection of Conference Abstracts,10.22364/cckr.tk,library/staging/master-openalex/DCM-01572-OA001-Cilv-cisk-ki-atboti-komunik-cij-balst-ti-risin-jumi-lietot-ju-pie.pdf,48,aca57598fa8de2e70f2acbef228e53c71ff632467beb3255817524956d290823,http://dspace.lu.lv/bitstreams/6892f361-3308-4270-8ed5-2eabae56d220/download,,pdf-integral-validado-local
DCM-01572-OA002,DCM-01572,,Cilvēciskāki čatboti: komunikācijā balstīti risinājumi lietotāju pieredzes uzlabošanai = Humanizing Chatbots: Conversation Based Solutions for Chatbot User Experience Enhancement : Konferenču referātu kopsavilkumu krājums = Collection of Conference Abstracts,10.22364/cckr.tk,library/staging/master-openalex/DCM-01572-OA002-Cilv-cisk-ki-atboti-komunik-cij-balst-ti-risin-jumi-lietot-ju-pie.pdf,48,aca57598fa8de2e70f2acbef228e53c71ff632467beb3255817524956d290823,http://dspace.lu.lv/dspace/bitstream/7/67077/1/chatboti_kopsavilkumu_krajums.pdf,other-oa,pdf-integral-validado-local
