candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
DCM-00537-OA002,DCM-00537,Aprendizaje adaptativo del inglés como lengua extranjera con herramientas de inteligencia artificial: una revisión sistemática de la literatura,10.30827/profesorado.v29i1.30828,https://digibug.ugr.es/bitstream/10481/104284/1/11%29%2b30828.pdf,cc-by-nc,submittedVersion,Institutional Repository of the University of Granada (University of Granada),library/staging/master-openalex/DCM-00537-OA002-Aprendizaje-adaptativo-del-ingl-s-como-lengua-extranjera-con-herr.pdf,false,false,0,,,2026-09-08T01:01:10.531433+00:00,<HTTPError 504: 'Gateway Time-out'>
DCM-00582-OA001,DCM-00582,"Design thinking and the Deanly conversation: Reflections on conversation, community, and agency",10.5204/jld.v8i3.253,https://www.jld.edu.au/article/download/253/253-629-1-PB.pdf,cc-by,publishedVersion,Journal of Learning Design,library/staging/master-openalex/DCM-00582-OA001-Design-thinking-and-the-Deanly-conversation-Reflections-on-conver.pdf,true,true,764674,91afbcfee243ade03778135bd88d6483155351bb54e0942102462676686d336a,application/pdf,2026-09-08T01:01:10.868517+00:00,
DCM-00623-OA001,DCM-00623,CANDY: a framework to design Conversational AgeNts for Domestic sustainabilitY,10.1145/3543829.3544515,https://dl.acm.org/doi/pdf/10.1145/3543829.3544515,,publishedVersion,,library/staging/master-openalex/DCM-00623-OA001-CANDY-a-framework-to-design-Conversational-AgeNts-for-Domestic-su.pdf,false,false,0,,,2026-09-08T01:01:10.985818+00:00,<HTTPError 403: 'Forbidden'>
DCM-00625-OA001,DCM-00625,Conversational Agents Trust Calibration,10.1145/3543829.3544518,https://dl.acm.org/doi/pdf/10.1145/3543829.3544518,,publishedVersion,,library/staging/master-openalex/DCM-00625-OA001-Conversational-Agents-Trust-Calibration.pdf,false,false,0,,,2026-09-08T01:01:11.143459+00:00,<HTTPError 403: 'Forbidden'>
DCM-00625-OA002,DCM-00625,Conversational Agents Trust Calibration,10.1145/3543829.3544518,https://strathprints.strath.ac.uk/82859/1/Dubiel_etal_ACM_2022_Conversational_agents_trust.pdf,,submittedVersion,Strathprints: The University of Strathclyde institutional repository (University of Strathclyde),library/staging/master-openalex/DCM-00625-OA002-Conversational-Agents-Trust-Calibration.pdf,true,true,154328,09da86557d6e5f2e2783f74dfa851e4690de0462b66010b3c85284af38f1224a,application/pdf,2026-09-08T01:01:11.273503+00:00,
DCM-00640-OA001,DCM-00640,Alex,10.1145/800139.804545,https://dl.acm.org/doi/pdf/10.1145/800139.804545,,publishedVersion,,library/staging/master-openalex/DCM-00640-OA001-Alex.pdf,false,false,0,,,2026-09-08T01:01:11.423478+00:00,<HTTPError 403: 'Forbidden'>
DCM-00652-OA001,DCM-00652,Conversational Agents in Healthcare: Design and Implementation,10.71443/9789349552210-12,https://www.rademics.com/upload/17450579581462676946680378a6dd616CHAPTER 12 PREVIEW.pdf,,publishedVersion,,library/staging/master-openalex/DCM-00652-OA001-Conversational-Agents-in-Healthcare-Design-and-Implementation.pdf,false,false,0,,,2026-09-08T01:01:11.537048+00:00,"InvalidURL(""URL can't contain control characters. '/upload/17450579581462676946680378a6dd616CHAPTER 12 PREVIEW.pdf' (found at least ' ')"")"
DCM-00690-OA001,DCM-00690,Don't Believe The Hype!,10.1145/3405755.3406140,https://dl.acm.org/doi/pdf/10.1145/3405755.3406140,cc-by,publishedVersion,,library/staging/master-openalex/DCM-00690-OA001-Don-t-Believe-The-Hype.pdf,false,false,0,,,2026-09-08T01:01:11.537048+00:00,<HTTPError 403: 'Forbidden'>
DCM-00690-OA002,DCM-00690,Don't Believe The Hype!,10.1145/3405755.3406140,https://discovery.dundee.ac.uk/ws/files/51397989/3405755.3406140.pdf,other-oa,submittedVersion,Discovery Research Portal (University of Dundee),library/staging/master-openalex/DCM-00690-OA002-Don-t-Believe-The-Hype.pdf,true,true,559499,efef392ecd9537bc0a03b0029b0f4b339aa3f424bdc67cbd7b928c99390b239f,application/pdf,2026-09-08T01:01:11.588608+00:00,
DCM-00690-OA003,DCM-00690,Don't Believe The Hype!,10.1145/3405755.3406140,http://hdl.handle.net/10197/12031,cc-by-nc-nd,submittedVersion,Research Repository UCD (University College Dublin),library/staging/master-openalex/DCM-00690-OA003-Don-t-Believe-The-Hype.pdf,false,false,0,,,2026-09-08T01:01:11.642525+00:00,<HTTPError 405: 'Not Allowed'>
DCM-00696-OA002,DCM-00696,A need for trust in conversational interface research,10.1145/3342775.3342809,https://arxiv.org/pdf/1907.01923,,submittedVersion,arXiv (Cornell University),library/staging/master-openalex/DCM-00696-OA002-A-need-for-trust-in-conversational-interface-research.pdf,true,true,95654,4fe147722060fa4132b099a5f72c44a9bd97d67f6cdcb244c0a835ae7bef3028,application/pdf,2026-09-08T01:01:12.239241+00:00,
DCM-00706-OA002,DCM-00706,After the Interface: Relocating Human Agency in the Age of Conversational AI,10.1145/3816046.3816301,https://arxiv.org/pdf/2605.15064,cc-by-nc-nd,submittedVersion,arXiv (Cornell University),library/staging/master-openalex/DCM-00706-OA002-After-the-Interface-Relocating-Human-Agency-in-the-Age-of-Convers.pdf,true,true,780550,57d7552a79127c5851dd10ecc43fcf6a3c3e6c8042342981f4c8376bf8e9ac82,application/pdf,2026-09-08T01:01:12.416838+00:00,
DCM-00711-OA001,DCM-00711,CUBE: Conversational User-Interface-Based Embodiment,10.1145/3570945.3607331,https://dl.acm.org/doi/pdf/10.1145/3570945.3607331,,publishedVersion,,library/staging/master-openalex/DCM-00711-OA001-CUBE-Conversational-User-Interface-Based-Embodiment.pdf,false,false,0,,,2026-09-08T01:01:12.643487+00:00,<HTTPError 403: 'Forbidden'>
DCM-00714-OA002,DCM-00714,Developing A Conversational Interface for an ACT-based Online Program: Understanding Adolescents’ Expectations of Conversational Style,10.1145/3571884.3597142,https://jyx.jyu.fi/bitstreams/c23b1cfa-3358-4544-890a-42576cbbafcf/download,cc-by,submittedVersion,Jyväskylä University Digital Archive (University of Jyväskylä),library/staging/master-openalex/DCM-00714-OA002-Developing-A-Conversational-Interface-for-an-ACT-based-Online-Pro.pdf,true,true,2868646,29c9f5ad30f54d33e2b28be3d4f497662d2dab961160e6cc7d54d212cceb4b16,application/pdf;charset=UTF-8,2026-09-08T01:01:12.677679+00:00,
DCM-00726-OA001,DCM-00726,User Experience Design: Beyond User Interface Design and Usability,10.5772/35041,https://www.intechopen.com/citation-pdf-url/35818,cc-by,publishedVersion,InTech eBooks,library/staging/master-openalex/DCM-00726-OA001-User-Experience-Design-Beyond-User-Interface-Design-and-Usability.pdf,true,true,464680,88cec41e150568bbf0ba81c0b264132733da36b7a4589a45260f7f8074715398,application/pdf,2026-09-08T01:01:12.785700+00:00,
DCM-00744-OA001,DCM-00744,Voice control in a graphical user interface environment; human factors implications.,10.22215/etd/1997-03657,http://repository.library.carleton.ca/downloads/3n203z394,,publishedVersion,,library/staging/master-openalex/DCM-00744-OA001-Voice-control-in-a-graphical-user-interface-environment-human-fac.pdf,true,true,4648410,4044e3ef1d413d5ef067e066d708d33d9beee9371787ddb9d200d469a1f9b6dc,application/pdf;charset=UTF-8,2026-09-08T01:01:12.835850+00:00,
DCM-00744-OA002,DCM-00744,Voice control in a graphical user interface environment; human factors implications.,10.22215/etd/1997-03657,http://www.collectionscanada.ca/obj/s4/f2/dsk2/ftp04/mq22072.pdf,,submittedVersion,Library and Archives Canada (Government of Canada),library/staging/master-openalex/DCM-00744-OA002-Voice-control-in-a-graphical-user-interface-environment-human-fac.pdf,false,false,0,,,2026-09-08T01:01:13.147618+00:00,"ConnectionResetError(10054, 'Foi forçado o cancelamento de uma conexão existente pelo host remoto', None, 10054, None)"
DCM-00771-OA001,DCM-00771,Can we talk? Design Implications for the Questionnaire-Driven Self-Report of Health and Wellbeing via Conversational Agent,10.1145/3469595.3469600,https://dl.acm.org/doi/pdf/10.1145/3469595.3469600,,publishedVersion,,library/staging/master-openalex/DCM-00771-OA001-Can-we-talk-Design-Implications-for-the-Questionnaire-Driven-Self.pdf,false,false,0,,,2026-09-08T01:01:13.178054+00:00,<HTTPError 403: 'Forbidden'>
DCM-00780-OA002,DCM-00780,"Designing a Couples-Based Conversational Agent to Promote Safe Sex in New, Young Couples: A User-Centred Design Approach",10.1145/3640794.3665556,https://pure.uva.nl/ws/files/213015548/3640794.3665556.pdf,cc-by,submittedVersion,UvA-DARE (University of Amsterdam),library/staging/master-openalex/DCM-00780-OA002-Designing-a-Couples-Based-Conversational-Agent-to-Promote-Safe-Se.pdf,true,true,586863,e2e0f12bbe6c156f305c3a5b0d138d3920a2915f5f1e63b4a58b0c22d6c83e97,application/pdf,2026-09-08T01:01:13.330606+00:00,
DCM-00780-OA003,DCM-00780,"Designing a Couples-Based Conversational Agent to Promote Safe Sex in New, Young Couples: A User-Centred Design Approach",10.1145/3640794.3665556,https://repository.ubn.ru.nl//bitstream/handle/2066/310096/310096.pdf,,submittedVersion,Radboud Repository (Radboud University),library/staging/master-openalex/DCM-00780-OA003-Designing-a-Couples-Based-Conversational-Agent-to-Promote-Safe-Se.pdf,false,false,0,,,2026-09-08T01:01:13.357656+00:00,<HTTPError 403: 'Forbidden'>
DCM-00784-OA001,DCM-00784,Eliciting Spoken Interruptions to Inform Proactive Speech Agent Design,10.1145/3469595.3469618,https://dl.acm.org/doi/pdf/10.1145/3469595.3469618,cc-by,publishedVersion,,library/staging/master-openalex/DCM-00784-OA001-Eliciting-Spoken-Interruptions-to-Inform-Proactive-Speech-Agent-D.pdf,false,false,0,,,2026-09-08T01:01:13.758437+00:00,<HTTPError 403: 'Forbidden'>
DCM-00784-OA002,DCM-00784,Eliciting Spoken Interruptions to Inform Proactive Speech Agent Design,10.1145/3469595.3469618,https://orca.cardiff.ac.uk/id/eprint/141749/7/edwards-et-al.pdf,,acceptedVersion,ORCA Online Research @Cardiff (Cardiff University),library/staging/master-openalex/DCM-00784-OA002-Eliciting-Spoken-Interruptions-to-Inform-Proactive-Speech-Agent-D.pdf,false,false,0,,,2026-09-08T01:01:13.885410+00:00,<HTTPError 403: 'Forbidden'>
DCM-00784-OA003,DCM-00784,Eliciting Spoken Interruptions to Inform Proactive Speech Agent Design,10.1145/3469595.3469618,https://arxiv.org/pdf/2106.02077,,submittedVersion,arXiv (Cornell University),library/staging/master-openalex/DCM-00784-OA003-Eliciting-Spoken-Interruptions-to-Inform-Proactive-Speech-Agent-D.pdf,true,true,1071920,f820a9424796aa91e202532c48f6a99f0e0904cad17e23829fd1fbc7f1fc5a89,application/pdf,2026-09-08T01:01:14.078637+00:00,
DCM-00786-OA001,DCM-00786,Exploring the Potential of Conversational AI Support for Agent-Based Social Simulation Model Design,10.18564/jasss.5681,https://www.jasss.org/28/3/2/2.pdf,cc-by,publishedVersion,Journal of Artificial Societies and Social Simulation,library/staging/master-openalex/DCM-00786-OA001-Exploring-the-Potential-of-Conversational-AI-Support-for-Agent-Ba.pdf,true,true,1220035,d6b29e60edd0e804be30193717da9284142af153ebdcb1e8a1f34523e5fdd06b,application/pdf,2026-09-08T01:01:14.174386+00:00,
DCM-00789-OA001,DCM-00789,IBOT: AN AGENT-BASED SOFTWARE FRAMEWORK FOR CREATING DOMAIN CONVERSATIONAL AGENTS,10.17771/pucrio.acad.35430,https://www.maxwell.vrac.puc-rio.br/35430/35430.PDF,,publishedVersion,,library/staging/master-openalex/DCM-00789-OA001-IBOT-AN-AGENT-BASED-SOFTWARE-FRAMEWORK-FOR-CREATING-DOMAIN-CONVER.pdf,true,true,4165861,2408ade744c117bfc53f625e6b623ae81dabe3a841b5e5fd0d1fd3d0d27ec1ad,application/pdf,2026-09-08T01:01:14.237021+00:00,
DCM-00790-OA001,DCM-00790,The Co-Design of an Embodied Conversational Agent to Help Stroke Survivors Manage Their Recovery,10.3390/robotics12050120,https://www.mdpi.com/2218-6581/12/5/120/pdf?version=1692717616,cc-by,publishedVersion,Robotics,library/staging/master-openalex/DCM-00790-OA001-The-Co-Design-of-an-Embodied-Conversational-Agent-to-Help-Stroke-.pdf,false,false,0,,,2026-09-08T01:01:14.379117+00:00,<HTTPError 403: 'Forbidden'>
DCM-00797-OA002,DCM-00797,Who Does Your AI Work For? Designing Conversational Agents as Digital Fiduciaries,10.1145/3816046.3816299,https://arxiv.org/pdf/2605.28908,cc-by,submittedVersion,arXiv (Cornell University),library/staging/master-openalex/DCM-00797-OA002-Who-Does-Your-AI-Work-For-Designing-Conversational-Agents-as-Digi.pdf,true,true,426284,5f74267fca950f39cad4b7859b682aaf7b659e56108c08f57dee305813f6601d,application/pdf,2026-09-08T01:01:14.395137+00:00,
DCM-00802-OA001,DCM-00802,Advancing Open-Domain Conversational Agents - Designing an Engaging System for Natural Multi-Turn Dialogue,10.18653/v1/2024.scichat-1.8,https://aclanthology.org/2024.scichat-1.8.pdf,cc-by,publishedVersion,,library/staging/master-openalex/DCM-00802-OA001-Advancing-Open-Domain-Conversational-Agents-Designing-an-Engaging.pdf,true,true,642744,113a6709b1daaf20e540b3ed146d40127bc75e113fb18b4967cdfbde15eed477,application/pdf,2026-09-08T01:01:14.589610+00:00,
DCM-00805-OA001,DCM-00805,Designing Supportive Conversational Agents With and For Teens,10.1145/3576840.3578283,https://dl.acm.org/doi/pdf/10.1145/3576840.3578283,,publishedVersion,,library/staging/master-openalex/DCM-00805-OA001-Designing-Supportive-Conversational-Agents-With-and-For-Teens.pdf,false,false,0,,,2026-09-08T01:01:14.681545+00:00,<HTTPError 403: 'Forbidden'>
DCM-00806-OA001,DCM-00806,Designing Chatbots as Community-Owned Agents,10.1145/3405755.3406134,https://dl.acm.org/doi/pdf/10.1145/3405755.3406134,,publishedVersion,,library/staging/master-openalex/DCM-00806-OA001-Designing-Chatbots-as-Community-Owned-Agents.pdf,false,false,0,,,2026-09-08T01:01:14.827499+00:00,<HTTPError 403: 'Forbidden'>
DCM-00815-OA002,DCM-00815,Designing for connection,10.17918/00011302,https://researchdiscovery.drexel.edu/view/delivery/01DRXU_INST/12613979570004721/13613979560004721,other-oa,submittedVersion,Open Research (University of Surrey),library/staging/master-openalex/DCM-00815-OA002-Designing-for-connection.pdf,true,true,1818486,6bab40bc688e78a671b09f79de87d231d5b7f894ee590e98390c9e6c5f206834,application/pdf,2026-09-08T01:01:14.946133+00:00,
DCM-00824-OA002,DCM-00824,Building and Designing Expressive Speech Synthesis,10.1145/3477322.3477329,https://cronfa.swan.ac.uk/Record/cronfa56508,,submittedVersion,Cronfa (Swansea University),library/staging/master-openalex/DCM-00824-OA002-Building-and-Designing-Expressive-Speech-Synthesis.pdf,false,false,0,,,2026-09-08T01:01:15.690845+00:00,"URLError(TimeoutError(10060, 'Uma tentativa de conexão falhou porque o componente conectado não respondeu\r\ncorretamente após um período de tempo ou a conexão estabelecida falhou\r\nporque o host conectado não respondeu', None, 10060, None))"
DCM-00829-OA002,DCM-00829,System and User Strategies to Repair Conversational Breakdowns of Spoken Dialogue Systems: A Scoping Review,10.1145/3640794.3665558,https://strathprints.strath.ac.uk/89541/1/Algjamdi-etal-CUI-2024-System-and-user-strategies-to-repair-conversational-breakdowns-of-spoken-dialogue.pdf,,submittedVersion,Strathprints: The University of Strathclyde institutional repository (University of Strathclyde),library/staging/master-openalex/DCM-00829-OA002-System-and-User-Strategies-to-Repair-Conversational-Breakdowns-of.pdf,true,true,1660996,6b41246158986c2deec8ef54622810e3f1839700f69c6156a0f33634aa29e714,application/pdf,2026-09-08T01:01:15.704282+00:00,
DCM-00831-OA001,DCM-00831,Construction of Hierarchical Structured Knowledge-based Recommendation Dialogue Dataset and Dialogue System,10.18653/v1/2022.dialdoc-1.9,https://aclanthology.org/2022.dialdoc-1.9.pdf,cc-by,publishedVersion,,library/staging/master-openalex/DCM-00831-OA001-Construction-of-Hierarchical-Structured-Knowledge-based-Recommend.pdf,true,true,457326,dfa5b839ce18105c20b644a7ac914c18cec4bca702557b95e685c70d1dc55c52,application/pdf,2026-09-08T01:01:16.152970+00:00,
DCM-00845-OA001,DCM-00845,Docalog: Multi-document Dialogue System using Transformer-based Span Retrieval,10.18653/v1/2022.dialdoc-1.16,https://aclanthology.org/2022.dialdoc-1.16.pdf,cc-by,publishedVersion,,library/staging/master-openalex/DCM-00845-OA001-Docalog-Multi-document-Dialogue-System-using-Transformer-based-Sp.pdf,true,true,224320,79fec89b8035caa1c22512af6f6ad4a2d3615e88420ef434ce0ad13c1868c021,application/pdf,2026-09-08T01:01:16.403292+00:00,
DCM-00864-OA001,DCM-00864,A Dialogue System for Assessing Activities of Daily Living: Improving Consistency with Grounded Knowledge,10.18653/v1/2023.dialdoc-1.8,https://aclanthology.org/2023.dialdoc-1.8.pdf,cc-by,publishedVersion,,library/staging/master-openalex/DCM-00864-OA001-A-Dialogue-System-for-Assessing-Activities-of-Daily-Living-Improv.pdf,true,true,423025,d4043c17b053d6165ed19c0dc46145ee0796153db89053de7f47e084ee4915c2,application/pdf,2026-09-08T01:01:16.578809+00:00,
DCM-00868-OA001,DCM-00868,Building a robust dialogue system with limited data,10.3115/1117562.1117574,https://dl.acm.org/doi/pdf/10.3115/1117562.1117574,,publishedVersion,,library/staging/master-openalex/DCM-00868-OA001-Building-a-robust-dialogue-system-with-limited-data.pdf,false,false,0,,,2026-09-08T01:01:17.290939+00:00,<HTTPError 403: 'Forbidden'>
DCM-00887-OA001,DCM-00887,Understanding the chatbot user experience: a procurement learning companion for small business owners,10.17760/d20793276,https://repository.library.northeastern.edu/files/neu:sj139194f/fulltext.pdf,,publishedVersion,,library/staging/master-openalex/DCM-00887-OA001-Understanding-the-chatbot-user-experience-a-procurement-learning-.pdf,false,false,0,,,2026-09-08T01:01:17.310559+00:00,<HTTPError 403: 'Forbidden'>
DCM-00903-OA001,DCM-00903,Conversational Survey Chatbot: User Experience and Perception,10.15308/sinteza-2021-322-327,https://portal.sinteza.singidunum.ac.rs/Media/files/2021/322-327.pdf,,publishedVersion,,library/staging/master-openalex/DCM-00903-OA001-Conversational-Survey-Chatbot-User-Experience-and-Perception.pdf,true,true,379625,fd9c23359850e06968866c81623ffe5bf31c47ac8f0c982a2c169d12ac01e068,application/pdf,2026-09-08T01:01:17.355364+00:00,
DCM-00918-OA001,DCM-00918,Help! Is my chatbot falling into the uncanny valley? An empirical study of user experience in human-chatbot interaction,10.17011/ht/urn.201902201607,https://doi.org/10.17011/ht/urn.201902201607,cc-by-nc,publishedVersion,Human Technology,library/staging/master-openalex/DCM-00918-OA001-Help-Is-my-chatbot-falling-into-the-uncanny-valley-An-empirical-s.pdf,true,false,61759,0e91eef1641e6098d64bf39b314ad4a070de13a163b71c74231c5bfb859c5614,text/html; charset=utf-8,2026-09-08T01:01:17.449539+00:00,response-is-not-pdf
DCM-00943-OA001,DCM-00943,Funciones de la mímesis conversacional en la evolución psicológica de Sancho Panza,10.24275/uami.bn9997587,http://bindani.izt.uam.mx/downloads/xp68kh06q,cc-by-nc,publishedVersion,,library/staging/master-openalex/DCM-00943-OA001-Funciones-de-la-m-mesis-conversacional-en-la-evoluci-n-psicol-gic.pdf,false,false,0,,,2026-09-08T01:01:17.576041+00:00,<HTTPError 500: 'Internal Server Error'>
DCM-00952-OA001,DCM-00952,O HUMOR CONVERSACIONAL NA FALA-EM-INTERAÇÃO EM AULAS DE LÍNGUA INGLESA,10.17771/pucrio.acad.12941,https://www.maxwell.vrac.puc-rio.br/12941/12941_1.PDF,,publishedVersion,,library/staging/master-openalex/DCM-00952-OA001-O-HUMOR-CONVERSACIONAL-NA-FALA-EM-INTERA-O-EM-AULAS-DE-L-NGUA-ING.pdf,true,true,503355,ea1eeb6110f23b6b2fdd02922d229c49f3eec63a4cfcac507f21e6ea05675f43,application/pdf,2026-09-08T01:01:17.957173+00:00,
DCM-00977-OA001,DCM-00977,Marcadores conversacionais na interlíngua de aprendizes de espanhol no Brasil,10.11606/t.8.2007.tde-22102007-115052,http://www.teses.usp.br/teses/disponiveis/8/8142/tde-22102007-115052/publico/TESE_ELIANE_GONCALVES.pdf,,publishedVersion,,library/staging/master-openalex/DCM-00977-OA001-Marcadores-conversacionais-na-interl-ngua-de-aprendizes-de-espanh.pdf,true,true,755998,60ab9e83c743add7a2184e5688a94da0bfb8732e4bda2fdf36197935ab025042,application/pdf,2026-09-08T01:01:18.556154+00:00,
DCM-00980-OA001,DCM-00980,Recursos conversacionais para a clínica ampliada com famílias em saúde mental,10.11606/t.59.2017.tde-23052017-090038,http://www.teses.usp.br/teses/disponiveis/59/59141/tde-23052017-090038/publico/tesepedropsmartins.pdf,,publishedVersion,,library/staging/master-openalex/DCM-00980-OA001-Recursos-conversacionais-para-a-cl-nica-ampliada-com-fam-lias-em-.pdf,true,true,3872715,d00ff397327a5ad23ac91c370b1db29060045466140945802db3cfe75214af1a,application/pdf,2026-09-08T01:01:18.663940+00:00,
DCM-00981-OA001,DCM-00981,AGENTES CONVERSACIONAIS NO ENSINO-APRENDIZAGEM DE LÍNGUAS,10.17771/pucrio.pdpe.16059,https://www.maxwell.vrac.puc-rio.br/16059/16059.PDF,,publishedVersion,Pesquisas em discurso pedagógico,library/staging/master-openalex/DCM-00981-OA001-AGENTES-CONVERSACIONAIS-NO-ENSINO-APRENDIZAGEM-DE-L-NGUAS.pdf,true,true,399551,e75d32e59904e721bec37348a002c3caaff4da822cb1cd9d8bbac5bad343aaa5,application/pdf,2026-09-08T01:01:19.189522+00:00,
DCM-00982-OA001,DCM-00982,Geração de explicações para sistemas de recomendação conversacionais baseados em embeddings de conhecimento.,10.11606/d.3.2022.tde-26072023-084455,http://www.teses.usp.br/teses/disponiveis/3/3141/tde-26072023-084455/publico/GustavoPadilhaPolletiCorr22.pdf,other-oa,publishedVersion,,library/staging/master-openalex/DCM-00982-OA001-Gera-o-de-explica-es-para-sistemas-de-recomenda-o-conversacionais.pdf,true,true,5997624,be59d9f00051206d16bc0253139160cd53fc91647f55fe93bc871a444ea4c19c,application/pdf,2026-09-08T01:01:19.281314+00:00,
