corpus_id,title,doi,url,license,oa_status,path,downloaded,pdf_signature,bytes,sha256,content_type,http_status,retrieved_at,error
DCM-00084,[Retracted] The Innovative Trend of Piano Teaching in Music Education in Multicultural Education under Ecological Environment,https://doi.org/10.1155/2022/7044904,https://downloads.hindawi.com/journals/jeph/2022/7044904.pdf,cc-by,hybrid,library/staging/master/DCM-00084-Retracted-The-Innovative-Trend-of-Piano-Teaching-in-Music-Education-in-Multicult.pdf,false,false,0,,,,2026-09-01T00:22:45.311286+00:00,<HTTPError 403: 'Forbidden'>
DCM-00088,"Social determinants and chronic kidney disease of undetermined origin in childhood: Its communication and understanding described by families in Lake Chapala, Mexico",https://doi.org/10.3389/fneph.2022.962887,https://www.frontiersin.org/articles/10.3389/fneph.2022.962887/pdf,cc-by,gold,library/staging/master/DCM-00088-Social-determinants-and-chronic-kidney-disease-of-undetermined-origin-in-childho.pdf,true,true,477371,9ab752b1fe72f763b9d5323fc80ea98756ba19cd9ca44e4cf5ee3ec264548dfc,application/pdf,200,2026-09-01T00:22:45.692749+00:00,
DCM-00090,Exploring ChatGPT's potential for augmenting post-editing in machine translation across multiple domains: challenges and opportunities,https://doi.org/10.3389/frai.2025.1526293,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1526293/pdf,cc-by,gold,library/staging/master/DCM-00090-Exploring-ChatGPT-s-potential-for-augmenting-post-editing-in-machine-translation.pdf,true,true,682256,0adf448655681ea188efdb4cf8b49c5f3258c6bdb7394fadf62d9f4e75fab85c,application/pdf,200,2026-09-01T00:22:45.977150+00:00,
DCM-00095,"Agentic, Multimodal Large Language Model (LLM) with behavioural parameters and self-iterative capabilities for conversational architectural design processes",https://doi.org/10.1080/00038628.2025.2586655,https://www.tandfonline.com/doi/pdf/10.1080/00038628.2025.2586655?needAccess=true,,bronze,library/staging/master/DCM-00095-Agentic-Multimodal-Large-Language-Model-LLM-with-behavioural-parameters-and-self.pdf,false,false,0,,,,2026-09-01T00:22:47.033017+00:00,<HTTPError 403: 'Forbidden'>
DCM-00098,Designing an Intelligent Virtual Assistant for Preventing Bullying and Cyberbullying in Education,https://doi.org/10.4236/ojapps.2025.154059,https://www.scirp.org/pdf/ojapps2025154_92312986.pdf,cc-by,diamond,library/staging/master/DCM-00098-Designing-an-Intelligent-Virtual-Assistant-for-Preventing-Bullying-and-Cyberbull.pdf,true,true,661207,9e8a5bedc566ead46d252d6e69b3aa934d2992c129873ee8cf0f301baea98320,application/pdf,200,2026-09-01T00:22:47.050557+00:00,
DCM-00099,AI-Powered Contact Centers in the Energy and Utilities Sector: Transforming Customer Experience and Operational Excellence Through Intelligent Technologies,https://doi.org/10.32996/jcsts.2025.7.4.89,https://al-kindipublisher.com/index.php/jcsts/article/download/9639/8285,cc-by,diamond,library/staging/master/DCM-00099-AI-Powered-Contact-Centers-in-the-Energy-and-Utilities-Sector-Transforming-Custo.pdf,true,true,243904,5a83309cc460f695be5276a7fae08e7574036521142b5e42c8973ec4665aef50,application/pdf,200,2026-09-01T00:22:47.067471+00:00,
DCM-00113,Business and pleasure? Relational interaction in conversational UX,,http://hdl.handle.net/11250/2500859,,green,library/staging/master/DCM-00113-Business-and-pleasure-Relational-interaction-in-conversational-UX.pdf,true,false,3772,7555d2c8abfc0eaad45f1c13b7af91e66f0c02ccac5ae4381ce509153a738356,text/html,200,2026-09-01T00:22:47.126932+00:00,response-is-not-pdf
DCM-00127,Key Considerations for Incorporating Conversational AI in Psychotherapy,https://doi.org/10.3389/fpsyt.2019.00746,https://www.frontiersin.org/articles/10.3389/fpsyt.2019.00746/pdf,cc-by,gold,library/staging/master/DCM-00127-Key-Considerations-for-Incorporating-Conversational-AI-in-Psychotherapy.pdf,true,true,853995,e4ed5f05dc73c178f6b3a34f9a19b8ab72130918d6b38dd2ecb55df81ff1227e,application/pdf,200,2026-09-01T00:22:47.588674+00:00,
DCM-00129,The Programmer’s Assistant: Conversational Interaction with a Large Language Model for Software Development,https://doi.org/10.1145/3581641.3584037,https://dl.acm.org/doi/pdf/10.1145/3581641.3584037,,gold,library/staging/master/DCM-00129-The-Programmer-s-Assistant-Conversational-Interaction-with-a-Large-Language-Mode.pdf,false,false,0,,,,2026-09-01T00:22:48.811286+00:00,<HTTPError 403: 'Forbidden'>
DCM-00133,The benefits and dangers of anthropomorphic conversational agents,https://doi.org/10.1073/pnas.2415898122,https://www.pnas.org/doi/pdf/10.1073/pnas.2415898122,cc-by-nc-nd,hybrid,library/staging/master/DCM-00133-The-benefits-and-dangers-of-anthropomorphic-conversational-agents.pdf,false,false,0,,,,2026-09-01T00:22:48.921280+00:00,<HTTPError 403: 'Forbidden'>
DCM-00134,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,https://doi.org/10.48550/arxiv.1901.06525,http://hdl.handle.net/10197/10307,,green,library/staging/master/DCM-00134-What-Makes-a-Good-Conversation-Challenges-in-Designing-Truly-Conversational-Agen.pdf,false,false,0,,,,2026-09-01T00:22:48.966172+00:00,<HTTPError 405: 'Not Allowed'>
DCM-00136,Responses of Conversational Agents to Health and Lifestyle Prompts: Investigation of Appropriateness and Presentation Structures,https://doi.org/10.2196/15823,https://www.jmir.org/2020/2/e15823/PDF,cc-by,gold,library/staging/master/DCM-00136-Responses-of-Conversational-Agents-to-Health-and-Lifestyle-Prompts-Investigation.pdf,true,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,text/html; charset=UTF-8,202,2026-09-01T00:22:49.080759+00:00,response-is-not-pdf
DCM-00137,“I wrote as if I were telling a story to someone I knew.”: Designing Chatbot Interactions for Expressive Writing in Mental Health,https://doi.org/10.1145/3461778.3462143,https://dl.acm.org/doi/pdf/10.1145/3461778.3462143,,gold,library/staging/master/DCM-00137-I-wrote-as-if-I-were-telling-a-story-to-someone-I-knew-Designing-Chatbot-Interac.pdf,false,false,0,,,,2026-09-01T00:22:49.471586+00:00,<HTTPError 403: 'Forbidden'>
DCM-00138,Design and Evaluation Challenges of Conversational Agents in Health Care and Well-being: Selective Review Study,https://doi.org/10.2196/38525,https://www.jmir.org/2022/11/e38525/PDF,cc-by,gold,library/staging/master/DCM-00138-Design-and-Evaluation-Challenges-of-Conversational-Agents-in-Health-Care-and-Wel.pdf,true,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,text/html; charset=UTF-8,202,2026-09-01T00:22:49.498499+00:00,response-is-not-pdf
DCM-00139,Heuristic Evaluation of COVID-19 Chatbots,https://doi.org/10.1007/978-3-030-68288-0_9,http://orbilu.uni.lu/handle/10993/44913,other-oa,green,library/staging/master/DCM-00139-Heuristic-Evaluation-of-COVID-19-Chatbots.pdf,false,false,0,,,,2026-09-01T00:22:49.617257+00:00,"URLError(ConnectionRefusedError(10061, 'Nenhuma conexão pôde ser feita porque a máquina de destino as recusou ativamente', None, 10061, None))"
DCM-00140,"Everything you wanted to know about ChatGPT : Components, capabilities, applications, and opportunities",https://doi.org/10.1002/itl2.530,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/itl2.530,,bronze,library/staging/master/DCM-00140-Everything-you-wanted-to-know-about-ChatGPT-Components-capabilities-applications.pdf,false,false,0,,,,2026-09-01T00:22:49.620771+00:00,<HTTPError 403: 'Forbidden'>
DCM-00141,Investigating the user experience of customer service chatbot interaction: a framework for qualitative analysis of chatbot dialogues,https://doi.org/10.1007/s41233-021-00046-5,https://link.springer.com/content/pdf/10.1007/s41233-021-00046-5.pdf,cc-by,hybrid,library/staging/master/DCM-00141-Investigating-the-user-experience-of-customer-service-chatbot-interaction-a-fram.pdf,true,true,792347,e5c685dbbacd25d2d07677c4b2cbd2a1062b2d6f8d436fb02f4d2a6f6d9bbc75,application/pdf,200,2026-09-01T00:22:49.746807+00:00,
DCM-00142,Herding AI Cats: Lessons from Designing a Chatbot by Prompting GPT-3,https://doi.org/10.1145/3563657.3596138,https://dl.acm.org/doi/pdf/10.1145/3563657.3596138,,gold,library/staging/master/DCM-00142-Herding-AI-Cats-Lessons-from-Designing-a-Chatbot-by-Prompting-GPT-3.pdf,false,false,0,,,,2026-09-01T00:22:49.788791+00:00,<HTTPError 403: 'Forbidden'>
DCM-00143,Multi-Modal Repairs of Conversational Breakdowns in Task-Oriented Dialogs,https://doi.org/10.1145/3379337.3415820,https://dl.acm.org/doi/pdf/10.1145/3379337.3415820,cc-by,gold,library/staging/master/DCM-00143-Multi-Modal-Repairs-of-Conversational-Breakdowns-in-Task-Oriented-Dialogs.pdf,false,false,0,,,,2026-09-01T00:22:49.904273+00:00,<HTTPError 403: 'Forbidden'>
DCM-00144,Designing Virtual In-vehicle Assistants: Design Guidelines for Creating a Convincing User Experience,https://doi.org/10.17705/1thci.00113,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1118&context=thci,,diamond,library/staging/master/DCM-00144-Designing-Virtual-In-vehicle-Assistants-Design-Guidelines-for-Creating-a-Convinc.pdf,false,false,0,,,,2026-09-01T00:22:50.003567+00:00,<HTTPError 403: 'Forbidden'>
DCM-00145,How do you Converse with an Analytical Chatbot? Revisiting Gricean Maxims for Designing Analytical Conversational Behavior,https://doi.org/10.1145/3491102.3501972,https://dl.acm.org/doi/pdf/10.1145/3491102.3501972,cc-by,hybrid,library/staging/master/DCM-00145-How-do-you-Converse-with-an-Analytical-Chatbot-Revisiting-Gricean-Maxims-for-Des.pdf,false,false,0,,,,2026-09-01T00:22:50.030059+00:00,<HTTPError 403: 'Forbidden'>
DCM-00146,AI (Artificial Intelligence) in Daily Life,https://doi.org/10.36227/techrxiv.170751714.46556037/v1,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.170751714.46556037,public-domain,gold,library/staging/master/DCM-00146-AI-Artificial-Intelligence-in-Daily-Life.pdf,false,false,0,,,,2026-09-01T00:22:50.177813+00:00,<HTTPError 403: 'Forbidden'>
DCM-00149,Graph-Based Conversational AI: Towards a Distributed and Collaborative Multi-Chatbot Approach for Museums,https://doi.org/10.3390/app11199160,https://www.mdpi.com/2076-3417/11/19/9160/pdf?version=1633766941,cc-by,gold,library/staging/master/DCM-00149-Graph-Based-Conversational-AI-Towards-a-Distributed-and-Collaborative-Multi-Chat.pdf,false,false,0,,,,2026-09-01T00:22:50.187653+00:00,<HTTPError 403: 'Forbidden'>
DCM-00151,"Generative AI in Medicine and Healthcare: Promises, Opportunities and Challenges",https://doi.org/10.3390/fi15090286,https://www.mdpi.com/1999-5903/15/9/286/pdf?version=1692864615,cc-by,gold,library/staging/master/DCM-00151-Generative-AI-in-Medicine-and-Healthcare-Promises-Opportunities-and-Challenges.pdf,false,false,0,,,,2026-09-01T00:22:50.344557+00:00,<HTTPError 403: 'Forbidden'>
DCM-00153,Ethics of Conversational User Interfaces,https://doi.org/10.1145/3491101.3503699,https://eprints.gla.ac.uk/285185/1/285185.pdf,cc-by-sa,green,library/staging/master/DCM-00153-Ethics-of-Conversational-User-Interfaces.pdf,true,true,797860,10550ac02eb42f0a1335b80aa8739e1e4311d94fb2564650651245fa92c67349,application/pdf,200,2026-09-01T00:22:50.373647+00:00,
DCM-00156,Participatory Design for Whom? Designing Conversational User Interfaces for Sensitive Settings and Vulnerable Populations,https://doi.org/10.1145/3571884.3597439,https://pure.tue.nl/ws/files/303909971/3571884.3597439.pdf,other-oa,green,library/staging/master/DCM-00156-Participatory-Design-for-Whom-Designing-Conversational-User-Interfaces-for-Sensi.pdf,true,true,568506,134af47461353c2ddf4e2a8905344bd5a5c94cc4e23aed4126a03a429ed13498,application/pdf,200,2026-09-01T00:22:50.436543+00:00,
DCM-00161,Perceptions and reactions to conversational privacy initiated by a conversational user interface,https://doi.org/10.1016/j.csl.2021.101269,https://www.sciencedirect.com/science/article/pii/S0885230821000747/pdf,cc-by,hybrid,library/staging/master/DCM-00161-Perceptions-and-reactions-to-conversational-privacy-initiated-by-a-conversationa.pdf,false,false,0,,,,2026-09-01T00:22:50.495000+00:00,<HTTPError 403: 'Forbidden'>
DCM-00163,Safety Navigation using a Conversational User Interface For Visually Impaired People,https://doi.org/10.1016/j.procs.2022.09.172,https://www.sciencedirect.com/science/article/pii/S1877050922010547/pdf,cc-by-nc-nd,diamond,library/staging/master/DCM-00163-Safety-Navigation-using-a-Conversational-User-Interface-For-Visually-Impaired-Pe.pdf,false,false,0,,,,2026-09-01T00:22:50.662010+00:00,<HTTPError 403: 'Forbidden'>
DCM-00167,Can Chatbots Help Support a Person’s Mental Health? Perceptions and Views from Mental Healthcare Professionals and Experts,https://doi.org/10.1145/3453175,https://dl.acm.org/doi/pdf/10.1145/3453175,,bronze,library/staging/master/DCM-00167-Can-Chatbots-Help-Support-a-Person-s-Mental-Health-Perceptions-and-Views-from-Me.pdf,false,false,0,,,,2026-09-01T00:22:50.747071+00:00,<HTTPError 403: 'Forbidden'>
DCM-00168,A Conversational User Interface for Instructional Maintenance Reports,https://doi.org/10.1145/3543829.3544516,https://dl.acm.org/doi/pdf/10.1145/3543829.3544516,,gold,library/staging/master/DCM-00168-A-Conversational-User-Interface-for-Instructional-Maintenance-Reports.pdf,false,false,0,,,,2026-09-01T00:22:50.868761+00:00,<HTTPError 403: 'Forbidden'>
DCM-00175,Towards Augmented Reality Driven Human-City Interaction: Current Research on Mobile Headsets and Future Challenges,https://doi.org/10.1145/3467963,https://oulurepo.oulu.fi/bitstream/10024/29725/1/nbnfi-fe2021111555106.pdf,,bronze,library/staging/master/DCM-00175-Towards-Augmented-Reality-Driven-Human-City-Interaction-Current-Research-on-Mobi.pdf,false,false,0,,,,2026-09-01T00:22:50.985857+00:00,<HTTPError 403: 'Forbidden'>
DCM-00177,ARTIFICIAL INTELLIGENCE AS A HUMAN SUBSTITUTION? CUSTOMER'S PERCEPTION OF THE CONVERSATIONAL USER INTERFACE IN BANKING INDUSTRY BASED ON UTAUT CONCEPT,https://doi.org/10.37715/rme.v5i1.1632,https://journal.uc.ac.id/index.php/rome/article/download/1632/1472,cc-by,diamond,library/staging/master/DCM-00177-ARTIFICIAL-INTELLIGENCE-AS-A-HUMAN-SUBSTITUTION-CUSTOMER-S-PERCEPTION-OF-THE-CON.pdf,false,false,0,,,,2026-09-01T00:22:51.219176+00:00,<HTTPError 403: 'Forbidden'>
DCM-00178,Enhancing Trust in Autonomous Vehicles through Intelligent User Interfaces That Mimic Human Behavior,https://doi.org/10.3390/mti2040062,https://www.mdpi.com/2414-4088/2/4/62/pdf?version=1537768959,cc-by,gold,library/staging/master/DCM-00178-Enhancing-Trust-in-Autonomous-Vehicles-through-Intelligent-User-Interfaces-That-.pdf,false,false,0,,,,2026-09-01T00:22:51.427612+00:00,<HTTPError 403: 'Forbidden'>
DCM-00181,Tilbot: A Visual Design Platform to Facilitate Open Science Research into Conversational User Interfaces,https://doi.org/10.1145/3571884.3604403,https://dl.acm.org/doi/pdf/10.1145/3571884.3604403,,gold,library/staging/master/DCM-00181-Tilbot-A-Visual-Design-Platform-to-Facilitate-Open-Science-Research-into-Convers.pdf,false,false,0,,,,2026-09-01T00:22:51.561783+00:00,<HTTPError 403: 'Forbidden'>
DCM-00183,Modeling and enforcing access control policies in conversational user interfaces,https://doi.org/10.1007/s10270-023-01131-3,https://link.springer.com/content/pdf/10.1007/s10270-023-01131-3.pdf,cc-by,hybrid,library/staging/master/DCM-00183-Modeling-and-enforcing-access-control-policies-in-conversational-user-interfaces.pdf,true,true,1785686,32c3f498eabd13fdbaeba8eb63b7576a1e7e00e106d60d7bc089b788b5182e46,application/pdf,200,2026-09-01T00:22:51.692624+00:00,
DCM-00187,Interacting with educational chatbots: A systematic review,https://doi.org/10.1007/s10639-022-11177-3,https://link.springer.com/content/pdf/10.1007/s10639-022-11177-3.pdf,cc-by,hybrid,library/staging/master/DCM-00187-Interacting-with-educational-chatbots-A-systematic-review.pdf,true,true,2363519,56af15c8050033e5ada2eb9078c52f94c83a1e8332096ca5a7955faef1e0e671,application/pdf,200,2026-09-01T00:22:51.928937+00:00,
DCM-00192,SIG,https://doi.org/10.1145/3170427.3185372,http://nrl.northumbria.ac.uk/id/eprint/36825/1/Feltwell.pdf,,green,library/staging/master/DCM-00192-SIG.pdf,false,false,0,,,,2026-09-01T00:22:52.233234+00:00,"URLError(gaierror(11001, 'getaddrinfo failed'))"
DCM-00193,User Experience Design Professionals’ Perceptions of Generative Artificial Intelligence,https://doi.org/10.1145/3613904.3642114,https://ir.cwi.nl/pub/34508/34508.pdf,,green,library/staging/master/DCM-00193-User-Experience-Design-Professionals-Perceptions-of-Generative-Artificial-Intell.pdf,true,true,1439407,bce94e118c2ba934280a00d0ea37ac136199787838dccbabdc93c9fad090d82a,application/pdf,200,2026-09-01T00:22:52.466141+00:00,
DCM-00196,WaitGPT: Monitoring and Steering Conversational LLM Agent in Data Analysis with On-the-Fly Code Visualization,https://doi.org/10.1145/3654777.3676374,https://arxiv.org/pdf/2408.01703,cc-by-nc-sa,green,library/staging/master/DCM-00196-WaitGPT-Monitoring-and-Steering-Conversational-LLM-Agent-in-Data-Analysis-with-O.pdf,true,true,4796737,7fc81f480d59b205a6d47d24a464629abca71c5d8566adc7aff0f35d671be82c,application/pdf,200,2026-09-01T00:25:03.948458+00:00,
DCM-00199,Voice User Interfaces in Schools,https://doi.org/10.1145/3290605.3300608,https://research-information.bris.ac.uk/ws/files/183871304/Oussama_Metatla_Voice_User_Interfaces_in_Schools_Co_designing_for_Inclusion_with_Visually_Impaired_and_Sighted_Pupils.pdf,,green,library/staging/master/DCM-00199-Voice-User-Interfaces-in-Schools.pdf,true,true,4499134,e2c9b6945329264569402f5a7677471ee2d22d7b05a28ee6903b2ec2555d83ed,application/pdf,200,2026-09-01T00:25:03.948458+00:00,
DCM-00203,Metaphors in Voice User Interfaces: A Slippery Fish,https://doi.org/10.1145/3609326,https://dl.acm.org/doi/pdf/10.1145/3609326,,bronze,library/staging/master/DCM-00203-Metaphors-in-Voice-User-Interfaces-A-Slippery-Fish.pdf,false,false,0,,,,2026-09-01T00:25:03.948458+00:00,<HTTPError 403: 'Forbidden'>
DCM-00204,The Investigation of Adoption of Voice-User Interface (VUI) in Smart Home Systems among Chinese Older Adults,https://doi.org/10.3390/s22041614,https://www.mdpi.com/1424-8220/22/4/1614/pdf?version=1645433541,cc-by,gold,library/staging/master/DCM-00204-The-Investigation-of-Adoption-of-Voice-User-Interface-VUI-in-Smart-Home-Systems-.pdf,false,false,0,,,,2026-09-01T00:25:03.948458+00:00,<HTTPError 403: 'Forbidden'>
DCM-00210,Voice as a Design Material,https://doi.org/10.1145/3290605.3300833,https://eprints.whiterose.ac.uk/id/eprint/143102/1/Sutton_et_al_Paper_7405_Voice_as_a_design_material_CAMERA_READY.pdf,,green,library/staging/master/DCM-00210-Voice-as-a-Design-Material.pdf,true,true,383826,3637011a99cf2200d4080ed8717259ae18ebb94d96c95bbadfb1b1e02827b5b9,application/pdf,200,2026-09-01T00:25:03.948458+00:00,
DCM-00213,Use of Intelligent Voice Assistants by Older Adults with Low Technology Use,https://doi.org/10.1145/3373759,https://dl.acm.org/doi/pdf/10.1145/3373759,,bronze,library/staging/master/DCM-00213-Use-of-Intelligent-Voice-Assistants-by-Older-Adults-with-Low-Technology-Use.pdf,false,false,0,,,,2026-09-01T00:25:03.957076+00:00,<HTTPError 403: 'Forbidden'>
DCM-00214,Small Group Interactions with Voice-User Interfaces,https://doi.org/10.1145/3434073.3444655,https://dl.acm.org/doi/pdf/10.1145/3434073.3444655,cc-by,gold,library/staging/master/DCM-00214-Small-Group-Interactions-with-Voice-User-Interfaces.pdf,false,false,0,,,,2026-09-01T00:25:04.228083+00:00,<HTTPError 403: 'Forbidden'>
DCM-00222,User Experience and Usability of Voice User Interfaces: A Systematic Literature Review,https://doi.org/10.3390/info15090579,https://www.mdpi.com/2078-2489/15/9/579/pdf?version=1726738877,cc-by,gold,library/staging/master/DCM-00222-User-Experience-and-Usability-of-Voice-User-Interfaces-A-Systematic-Literature-R.pdf,false,false,0,,,,2026-09-01T00:25:04.228083+00:00,<HTTPError 403: 'Forbidden'>
DCM-00227,An Empirical Approach for the Evaluation of Voice User Interfaces,https://doi.org/10.5772/9490,https://www.intechopen.com/chapters/10804,cc-by-nc-sa,hybrid,library/staging/master/DCM-00227-An-Empirical-Approach-for-the-Evaluation-of-Voice-User-Interfaces.pdf,true,false,930906,a79dad87933b383b28478430fb7c34b6e776eaa4310d4f6b85f975a330923071,text/html; charset=utf-8,200,2026-09-01T00:25:04.239834+00:00,response-is-not-pdf
DCM-00234,Understanding Technology as Situated Practice: Everyday use of Voice User Interfaces Among Diverse Groups of Users in Urban India,https://doi.org/10.1007/s10796-020-10015-6,https://link.springer.com/content/pdf/10.1007/s10796-020-10015-6.pdf,cc-by,hybrid,library/staging/master/DCM-00234-Understanding-Technology-as-Situated-Practice-Everyday-use-of-Voice-User-Interfa.pdf,true,true,908973,e2a5ed4137e4e64f3142f0ab11701eb378174ab048a1a9015dda809c6436fd63,application/pdf,200,2026-09-01T00:25:04.333645+00:00,
DCM-00236,"OK Google, Let's Learn: Using Voice User Interfaces for Informal Self-Regulated Learning of Health Topics among Younger and Older Adults",https://doi.org/10.1145/3544548.3581507,https://dl.acm.org/doi/pdf/10.1145/3544548.3581507,,gold,library/staging/master/DCM-00236-OK-Google-Let-s-Learn-Using-Voice-User-Interfaces-for-Informal-Self-Regulated-Le.pdf,false,false,0,,,,2026-09-01T00:25:04.347988+00:00,<HTTPError 403: 'Forbidden'>
DCM-00238,Exploring the context of use for voice user interfaces: Toward context‐dependent user experience quality testing,https://doi.org/10.1002/smr.2618,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smr.2618,cc-by-nc-nd,hybrid,library/staging/master/DCM-00238-Exploring-the-context-of-use-for-voice-user-interfaces-Toward-context-dependent-.pdf,false,false,0,,,,2026-09-01T00:25:04.472291+00:00,<HTTPError 403: 'Forbidden'>
DCM-00240,What can I say?,https://doi.org/10.1145/2935334.2935386,http://dl.acm.org/ft_gateway.cfm?id=2935386&type=pdf,,gold,library/staging/master/DCM-00240-What-can-I-say.pdf,false,false,0,,,,2026-09-01T00:25:04.640630+00:00,<HTTPError 403: 'Forbidden'>
