corpus_id,legacy_corpus_id,match_basis,manifest,row,title,doi,url,path,sha256,received,retrieved_at,error
DCM-00184,,doi,data/document-resolution/download-manifest.csv,15,Unifying Recommender Systems and Conversational User Interfaces,10.1145/3543829.3544524,https://dl.acm.org/doi/pdf/10.1145/3543829.3544524,library\staging\10.1145-3543829.3544524.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00188,,doi,data/document-resolution/download-manifest.csv,16,Ensuring a Robust Multimodal Conversational User Interface During Maintenance Work,10.1145/3473856.3473871,https://publikationen.bibliothek.kit.edu/1000138385/154245988,library\staging\10.1145-3473856.3473871.pdf,d735dbbcc7ac4693bc990d4ae86f49db4f535bf67befc3c747fc700a33637518,true,2026-08-31T01:17:55.216382+00:00,
DCM-00195,,doi,data/document-resolution/download-manifest.csv,17,Domain Specific Design Patterns: Designing For Conversational User Interfaces,10.48550/arxiv.1802.09055,https://arxiv.org/pdf/1802.09055,library\staging\10.48550-arxiv.1802.09055.pdf,16449d31c4de3a5b979e30a3d5bbba79e0d3deaac2b2cc1749807ae2894a480d,true,2026-08-31T01:17:55.728495+00:00,
DCM-00200,,doi,data/document-resolution/download-manifest.csv,18,Voice User Interface Design,10.1007/978-1-4842-4125-7,https://link.springer.com/content/pdf/bfm:978-1-4842-4125-7/1?pdf=chapter%20toc,library\staging\10.1007-978-1-4842-4125-7.pdf,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,false,2026-08-31T01:17:56.140757+00:00,response-is-not-pdf
DCM-00257,,doi,data/document-resolution/download-manifest.csv,19,"The TRISEC framework for optimizing conversational agent design across search, experience and credence service contexts",10.1108/josm-10-2021-0402,https://www.emerald.com/insight/content/doi/10.1108/JOSM-10-2021-0402/full/pdf?title=the-trisec-framework-for-optimizing-conversational-agent-design-across-search-experience-and-credence-service-contexts,library\staging\10.1108-josm-10-2021-0402.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00278,,doi,data/document-resolution/download-manifest.csv,20,AI Conversational Agent Design for Supporting Learning and Well-Being of University Students,10.35542/osf.io/w4rtf,https://osf.io/w4rtf/download,library\staging\10.35542-osf.io-w4rtf.pdf,15f2d9e0b733633d128831eac031c6c4b6603d85111163e3612941b4d0d5a5f4,true,2026-08-31T01:18:00.520643+00:00,
DCM-00311,,doi,data/document-resolution/download-manifest.csv,21,Designing Conversational Agents to Facilitate Patient-Physician Communication and Clinical Consultation,10.1145/3613905.3638176,https://dl.acm.org/doi/pdf/10.1145/3613905.3638176,library\staging\10.1145-3613905.3638176.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00314,,doi,data/document-resolution/download-manifest.csv,22,Designing Conversational Agents to Support Social Prescribing for Young People,10.14236/ewic/bcshci2025.28,https://www.scienceopen.com/document_file/1b872a29-9cf2-460c-9f63-1f36654fb733/ScienceOpen/292-Cho-BCSHCI25.pdf,library\staging\10.14236-ewic-bcshci2025.28.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00334,,doi,data/document-resolution/download-manifest.csv,23,Designing Conversational Agents for Student Wellbeing,10.14569/ijacsa.2024.0151006,https://thesai.org/Downloads/Volume15No10/Paper_6-Designing_Conversational_Agents.pdf,library\staging\10.14569-ijacsa.2024.0151006.pdf,580976034134412b28a0da7a0469fa588b08bf044041276e9a84eff5f9449180,true,2026-08-31T01:18:02.108330+00:00,
DCM-00358,,doi,data/document-resolution/download-manifest.csv,24,Chatbot Language - crowdsource perceptions and reactions to dialogue systems to inform dialogue design decisions,10.3758/s13428-022-01864-x,https://link.springer.com/content/pdf/10.3758/s13428-022-01864-x.pdf,library\staging\10.3758-s13428-022-01864-x.pdf,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,false,2026-08-31T01:18:02.516627+00:00,response-is-not-pdf
DCM-00419,,doi,data/document-resolution/download-manifest.csv,25,Chatbot Design and Implementation: Towards an Operational Model for Chatbots,10.3390/info15040226,https://www.mdpi.com/2078-2489/15/4/226/pdf?version=1713360983,library\staging\10.3390-info15040226.pdf,be1dcb822aa55bcc0bf888474a51e667e519e97448067a0859fe8f7faa391c86,false,2026-08-31T01:18:03.163487+00:00,response-is-not-pdf
DCM-00759,,doi,data/document-resolution/download-manifest.csv,26,The feedback loop: A systematic review of how evaluation practices inform conversational agent design,10.21203/rs.3.rs-7235054/v1,https://www.researchsquare.com/article/rs-7235054/latest.pdf,library\staging\10.21203-rs.3.rs-7235054-v1.pdf,c06902356dae9d9471d6129f719bd39a86730add2b0fe249d862a94454ff8c48,true,2026-08-31T01:18:06.067689+00:00,
DCM-00785,,doi,data/document-resolution/download-manifest.csv,27,Gender Bender Bot - The Effect of (Not) Following Gender Stereotypes in Conversational Agent Design,10.55432/978-1-6692-0005-5_12,https://www.okipublishing.com/book/index.php/okip/catalog/download/37/45/268,library\staging\10.55432-978-1-6692-0005-5_12.pdf,d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d,false,2026-08-31T01:18:10.032898+00:00,response-is-not-pdf
DCM-00891,,doi,data/document-resolution/download-manifest.csv,28,Enhancing the user experience of learning management systems in higher education: Chatbot design principles,10.4102/the.v11i0.624,https://thejournal.org.za/index.php/thejournal/article/download/624/1117,library\staging\10.4102-the.v11i0.624.pdf,1618dd9f2d70b9efe556b9afa954a4b0bd083d480f93f612b8de910964abeefb,true,2026-08-31T01:18:12.737957+00:00,
DCM-00919,,doi,data/document-resolution/download-manifest.csv,29,An Experience Report on User-Centered Chatbot Design through Design Thinking,10.5753/wbots.2025.15205,https://sol.sbc.org.br/index.php/wbots/article/download/36926/36712,library\staging\10.5753-wbots.2025.15205.pdf,ea9cdb054ba90c6880d9011cc8de7a6f874493e63b6afc316922189271888f17,true,2026-08-31T01:18:14.801591+00:00,
DCM-00147,,doi,data/document-resolution/download-manifest.csv,30,Evaluating User Experience With a Chatbot Designed as a Public Health Response to the COVID-19 Pandemic in Brazil: Mixed Methods Study,10.2196/43135,https://pmc-oa-opendata.s3.amazonaws.com/PMC10131797.1/PMC10131797.1.pdf,library\staging\10.2196-43135.pdf,537c1f2f45f0b12eb1d9328303715a8df87b63eeee930f3d1b6f79a212db8c07,true,2026-08-31T01:34:20.258490+00:00,
DCM-00068,,doi,data/document-resolution/europe-pmc-download-manifest.csv,2,Impact of politeness and performance quality of android robots on future interaction decisions: a conversational design perspective,10.3389/frobt.2024.1393456,https://pmc-oa-opendata.s3.amazonaws.com/PMC11165153.1/PMC11165153.1.pdf,,4f25189a4944808b24b35d022095f49c714c8b8cf6f844a96943f662fad01792,true,,
DCM-00358,,doi,data/document-resolution/europe-pmc-download-manifest.csv,3,Chatbot Language - crowdsource perceptions and reactions to dialogue systems to inform dialogue design decisions,10.3758/s13428-022-01864-x,https://pmc-oa-opendata.s3.amazonaws.com/PMC9197095.1/PMC9197095.1.pdf,,28f438cd4e6714360908f52b80b65b5bf2c8a2931f91c93b2f0be95eb45dd330,true,,
DCM-00048,,doi,data/document-resolution/expanded/B01/download-manifest.csv,2,Conversation Design for Raising Awareness on the Responsible Use of the Internet,10.1007/978-3-031-49811-4_74,https://link.springer.com/content/pdf/10.1007/978-3-031-49811-4_74.pdf,library/staging/expanded/B01/X013-Conversation-Design-for-Raising-Awareness-on-the-Responsible-Use-of-the-Internet.pdf,068b99258bd9bcbf4f0b4ad02a7a0bfbe21ed7954e392820a1fa8987d830632c,true,2026-08-31T23:45:45.525017+00:00,
DCM-00053,,doi,data/document-resolution/expanded/B01/download-manifest.csv,3,"Teachers’ attitudes towards chatbots in education: a technology acceptance model approach considering the effect of social language, bot proactiveness, and users’ characteristics",10.1080/03055698.2020.1850426,https://academica-e.unavarra.es/bitstreams/1eefe858-7edc-4d86-acdd-15fed72ac327/download,library/staging/expanded/B01/X015-Teachers-attitudes-towards-chatbots-in-education-a-technology-acceptance-model-a.pdf,,false,,"URLError(TimeoutError(10060, 'Uma tentativa de conexão falhou porque o componente conectado não respondeu\r\ncorretamente após um período de tempo ou a conexão estabelecida falhou\r\nporque o host conectado não respondeu', None, 10060, None))"
DCM-00055,,doi,data/document-resolution/expanded/B01/download-manifest.csv,4,Enhancing the Academic Library Experience with Chatbots: An Exploration of Research and Implications for Practice,10.1080/24750158.2019.1611694,https://www.tandfonline.com/doi/pdf/10.1080/24750158.2019.1611694?needAccess=true&role=button,library/staging/expanded/B01/X017-Enhancing-the-Academic-Library-Experience-with-Chatbots-An-Exploration-of-Resear.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00056,,doi,data/document-resolution/expanded/B01/download-manifest.csv,5,Beyond Self-diagnosis: How a Chatbot-based Symptom Checker Should Respond,10.1145/3589959,https://dl.acm.org/doi/pdf/10.1145/3589959,library/staging/expanded/B01/X018-Beyond-Self-diagnosis-How-a-Chatbot-based-Symptom-Checker-Should-Respond.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00069,,doi,data/document-resolution/expanded/B01/download-manifest.csv,6,Developing Misinformation Immunity: How to Reason-Check Fallacious News in a Human–Computer Interaction Environment,10.1177/20563051221150407,https://fakenewsimmunity.liverpool.ac.uk/wp-content/uploads/2021/03/Fake-News-Immunity-Liverpool-Uni-project.pdf,library/staging/expanded/B01/X023-Developing-Misinformation-Immunity-How-to-Reason-Check-Fallacious-News-in-a-Huma.pdf,d641f9681ddd025b96ccd186c86a0bbb95f57839da350203bb9b30b1924e7221,true,2026-08-31T23:46:08.391714+00:00,
DCM-00073,,doi,data/document-resolution/expanded/B01/download-manifest.csv,7,Self-Diagnosis through AI-enabled Chatbot-based Symptom Checkers: User Experiences and Design Considerations,10.48550/arxiv.2101.04796,https://arxiv.org/pdf/2101.04796,library/staging/expanded/B01/X026-Self-Diagnosis-through-AI-enabled-Chatbot-based-Symptom-Checkers-User-Experience.pdf,ef3d65df9963f1d63828ba88e378ff2fe167cd555c0b3c7b247c4ebc6587e31a,true,2026-08-31T23:46:08.929122+00:00,
DCM-00078,,doi,data/document-resolution/expanded/B01/download-manifest.csv,8,Effects of Emotional Expressiveness on Voice Chatbot Interactions,10.1145/3543829.3543840,https://dl.acm.org/doi/pdf/10.1145/3543829.3543840,library/staging/expanded/B01/X028-Effects-of-Emotional-Expressiveness-on-Voice-Chatbot-Interactions.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00081,,doi,data/document-resolution/expanded/B01/download-manifest.csv,9,Recommendations for Mental Health Chatbot Conversations: An Integrative Review,10.1111/jan.16762,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jan.16762,library/staging/expanded/B01/X030-Recommendations-for-Mental-Health-Chatbot-Conversations-An-Integrative-Review.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00082,,doi,data/document-resolution/expanded/B01/download-manifest.csv,10,Investigating politeness strategies in chatbots through the lens of Conversation Analysis,10.1145/3638067.3638068,https://dl.acm.org/doi/pdf/10.1145/3638067.3638068,library/staging/expanded/B01/X031-Investigating-politeness-strategies-in-chatbots-through-the-lens-of-Conversation.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00086,,doi,data/document-resolution/expanded/B01/download-manifest.csv,11,Beyond Anthropomorphism: Unraveling the True Priorities of Chatbot Usage in SMEs,10.1145/3571884.3604315,https://dl.acm.org/doi/pdf/10.1145/3571884.3604315,library/staging/expanded/B01/X034-Beyond-Anthropomorphism-Unraveling-the-True-Priorities-of-Chatbot-Usage-in-SMEs.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00089,,doi,data/document-resolution/expanded/B01/download-manifest.csv,12,Conversational AI in hospitality and tourism: a bibliometric–systematic review,10.1080/23311975.2026.2613599,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2026.2613599?needAccess=true,library/staging/expanded/B01/X035-Conversational-AI-in-hospitality-and-tourism-a-bibliometric-systematic-review.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00091,,doi,data/document-resolution/expanded/B01/download-manifest.csv,13,Integrating Brand Identity Into AI-Based Conversational Agents: A Systematic Literature Review,10.24251/hicss.2025.461,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1762&context=hicss-58,library/staging/expanded/B01/X036-Integrating-Brand-Identity-Into-AI-Based-Conversational-Agents-A-Systematic-Lite.pdf,76111e5283ad8c815424cce3e140d0d77dcb8fd04c86dff97807a90d51dcdeb0,true,2026-08-31T23:46:12.713262+00:00,
DCM-00093,,doi,data/document-resolution/expanded/B01/download-manifest.csv,14,User-Adaptive Personalized Chatbots for Conversational Information Seeking Tasks,10.1145/3698204.3716483,https://dl.acm.org/doi/pdf/10.1145/3698204.3716483,library/staging/expanded/B01/X037-User-Adaptive-Personalized-Chatbots-for-Conversational-Information-Seeking-Tasks.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00094,,doi,data/document-resolution/expanded/B01/download-manifest.csv,15,"Conversational Smart Products: A Research Opportunity, First Investigation And Definition",10.21428/5395bc37.d8801b95,https://desform19.pubpub.org/pub/conversational-smart-products/download/pdf,library/staging/expanded/B01/X038-Conversational-Smart-Products-A-Research-Opportunity-First-Investigation-And-Def.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00114,,doi,data/document-resolution/expanded/B01/download-manifest.csv,16,Coproducing multilingual conversational scripts for a mental wellbeing chatbot - where healthcare domain experts become chatbot designers,10.1192/j.eurpsy.2022.748,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/335B848DEE055ADF849F699EC7E27DDC/S0924933822007489a.pdf/div-class-title-coproducing-multilingual-conversational-scripts-for-a-mental-wellbeing-chatbot-where-healthcare-domain-experts-become-chatbot-designers-div.pdf,library/staging/expanded/B01/X044-Coproducing-multilingual-conversational-scripts-for-a-mental-wellbeing-chatbot-w.pdf,,false,,<HTTPError 429: 'Too Many Requests'>
DCM-00121,,doi,data/document-resolution/expanded/B01/download-manifest.csv,17,Understanding the user experience of customer service chatbots: An experimental study of chatbot interaction design,10.1016/j.ijhcs.2022.102788,https://www.sciencedirect.com/science/article/pii/S1071581922000179/pdf,library/staging/expanded/B01/X046-Understanding-the-user-experience-of-customer-service-chatbots-An-experimental-s.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00122,,doi,data/document-resolution/expanded/B01/download-manifest.csv,18,Why Johnny Can’t Prompt: How Non-AI Experts Try (and Fail) to Design LLM Prompts,10.1145/3544548.3581388,https://dl.acm.org/doi/pdf/10.1145/3544548.3581388,library/staging/expanded/B01/X047-Why-Johnny-Can-t-Prompt-How-Non-AI-Experts-Try-and-Fail-to-Design-LLM-Prompts.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00125,,doi,data/document-resolution/expanded/B01/download-manifest.csv,19,The Chatbot Usability Scale: the Design and Pilot of a Usability Scale for Interaction with AI-Based Conversational Agents,10.1007/s00779-021-01582-9,https://link.springer.com/content/pdf/10.1007/s00779-021-01582-9.pdf,library/staging/expanded/B01/X048-The-Chatbot-Usability-Scale-the-Design-and-Pilot-of-a-Usability-Scale-for-Intera.pdf,0c890202a8eb5d76e9b03a53fdfc9768640e45120c7c0b4bf3974cefdb85e886,true,2026-08-31T23:46:18.913612+00:00,
DCM-00130,,doi,data/document-resolution/expanded/B01/download-manifest.csv,20,Future directions for chatbot research: an interdisciplinary research agenda,10.1007/s00607-021-01016-7,https://link.springer.com/content/pdf/10.1007/s00607-021-01016-7.pdf,library/staging/expanded/B01/X049-Future-directions-for-chatbot-research-an-interdisciplinary-research-agenda.pdf,9f2cbba8750b9fc2804d37756b052b90f3ad7ff6b0d39292286a5f3ba4a7ea4f,true,2026-08-31T23:46:22.561370+00:00,
DCM-00131,,doi,data/document-resolution/expanded/B01/download-manifest.csv,21,Best Practices for Designing Chatbots in Mental Healthcare – A Case Study on iHelpr,10.14236/ewic/hci2018.129,https://www.scienceopen.com/document_file/ae1b4701-1445-480b-ae95-9d3c393b5028/ScienceOpen/BHCI-2018_Cameron.pdf,library/staging/expanded/B01/X050-Best-Practices-for-Designing-Chatbots-in-Mental-Healthcare-A-Case-Study-on-iHelp.pdf,,false,,<HTTPError 403: 'Forbidden'>
DCM-00014,DCM-00014,doi,data/document-resolution/master/arxiv-download-manifest.csv,2,MindfulDiary: Harnessing Large Language Model to Support Psychiatric Patients' Journaling,10.1145/3613904.3642937,https://arxiv.org/pdf/2310.05231v2,library/staging/master-arxiv/DCM-00014-AX0001-MindfulDiary-Harnessing-Large-Language-Model-to-Support-Psychiatr.pdf,9ced03e6dbdfbce09004afab56d0c47bbe50c5ba55b5d1479c5a6922fe0ba094,true,2026-09-06T00:26:52.325035+00:00,
DCM-00063,DCM-00063,doi,data/document-resolution/master/arxiv-download-manifest.csv,3,CritiqueCrew: Orchestrating Multi-Perspective Conversational Design Critique,10.1145/3772318.3791391,https://arxiv.org/pdf/2602.01796v1,library/staging/master-arxiv/DCM-00063-AX0002-CritiqueCrew-Orchestrating-Multi-Perspective-Conversational-Desig.pdf,54bd9307734776275bd24b15a39cada1efe23933b2067401acda42b47e741967,true,2026-09-06T00:26:52.326544+00:00,
DCM-00129,DCM-00129,doi,data/document-resolution/master/arxiv-download-manifest.csv,4,The Programmer’s Assistant: Conversational Interaction with a Large Language Model for Software Development,10.1145/3581641.3584037,https://arxiv.org/pdf/2302.07080v1,library/staging/master-arxiv/DCM-00129-AX0003-The-Programmer-s-Assistant-Conversational-Interaction-with-a-Larg.pdf,d31fd8b87313ac9ca943a480eae244a2bdbeea8458af153a0bb5fc7c9cc50e25,true,2026-09-06T00:26:52.326544+00:00,
DCM-00134,DCM-00134,doi,data/document-resolution/master/arxiv-download-manifest.csv,5,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,10.48550/arxiv.1901.06525,https://arxiv.org/pdf/1901.06525v1,library/staging/master-arxiv/DCM-00134-AX0004-What-Makes-a-Good-Conversation-Challenges-in-Designing-Truly-Conv.pdf,3fbeef5b7ee6529574425d5c5543741ac8394741404f57df7d8df464569b53fb,true,2026-09-06T00:26:52.326544+00:00,
DCM-00145,DCM-00145,doi,data/document-resolution/master/arxiv-download-manifest.csv,6,How do you Converse with an Analytical Chatbot? Revisiting Gricean Maxims for Designing Analytical Conversational Behavior,10.1145/3491102.3501972,https://arxiv.org/pdf/2203.08420v1,library/staging/master-arxiv/DCM-00145-AX0005-How-do-you-Converse-with-an-Analytical-Chatbot-Revisiting-Gricean.pdf,863132e0712c4458f5ee16b6506aac4d317c4b71572699b3656e6e3f42f28ec5,true,2026-09-06T00:26:52.326544+00:00,
DCM-00175,DCM-00175,doi,data/document-resolution/master/arxiv-download-manifest.csv,7,Towards Augmented Reality Driven Human-City Interaction: Current Research on Mobile Headsets and Future Challenges,10.1145/3467963,https://arxiv.org/pdf/2007.09207v2,library/staging/master-arxiv/DCM-00175-AX0006-Towards-Augmented-Reality-Driven-Human-City-Interaction-Current-R.pdf,eb8007fd19b89936c40e138405e136b81a34a04c62125604f2430a224f47bdec,true,2026-09-06T00:26:52.326544+00:00,
DCM-00207,DCM-00207,doi,data/document-resolution/master/arxiv-download-manifest.csv,8,Examining Humanness as a Metaphor to Design Voice User Interfaces,10.1145/3640794.3665535,https://arxiv.org/pdf/2405.07458v1,library/staging/master-arxiv/DCM-00207-AX0007-Examining-Humanness-as-a-Metaphor-to-Design-Voice-User-Interfaces.pdf,d66791ba7fc2bb794b66594062fdf55f6f360b638bdcdaff64c4d2c284ae8d32,true,2026-09-06T00:26:52.326544+00:00,
DCM-00308,DCM-00308,doi,data/document-resolution/master/arxiv-download-manifest.csv,9,"“Alexa, Can I Program You?”: Student Perceptions of Conversational Artificial Intelligence Before and After Programming Alexa",10.1145/3459990.3460730,https://arxiv.org/pdf/2102.01367v1,library/staging/master-arxiv/DCM-00308-AX0008-Alexa-Can-I-Program-You-Student-Perceptions-of-Conversational-Art.pdf,be30abeabcf83178df1517e37f0365b1bfcab2d5e520a60ac3870f3d333d8001,true,2026-09-06T00:26:52.326544+00:00,
DCM-00353,DCM-00353,doi,data/document-resolution/master/arxiv-download-manifest.csv,10,Conversational Agents in Therapeutic Interventions for Neurodevelopmental Disorders: A Survey,10.1145/3564269,https://arxiv.org/pdf/2112.01146v1,library/staging/master-arxiv/DCM-00353-AX0010-Conversational-Agents-in-Therapeutic-Interventions-for-Neurodevel.pdf,3df626092771f0a47ace1cda31aa347474bad48b43f6a694b12a97782304bf94,true,2026-09-06T00:26:53.342481+00:00,
DCM-00359,DCM-00359,doi,data/document-resolution/master/arxiv-download-manifest.csv,11,"Understanding User Preferences for Interaction Styles in Conversational Recommender System: The Predictive Role of System Qualities, User Experience, and Traits",10.1145/3764687.3764722,https://arxiv.org/pdf/2508.02328v1,library/staging/master-arxiv/DCM-00359-AX0009-Understanding-User-Preferences-for-Interaction-Styles-in-Conversa.pdf,7bf9ef181a0ec015b9dde9a20334a1d81bf32fde14cecc1f6af9d30b089cc853,true,2026-09-06T00:26:53.066566+00:00,
DCM-00385,DCM-00385,doi,data/document-resolution/master/arxiv-download-manifest.csv,12,Script-Strategy Aligned Generation: Aligning LLMs with Expert-Crafted Dialogue Scripts and Therapeutic Strategies for Psychotherapy,10.1145/3757655,https://arxiv.org/pdf/2411.06723v2,library/staging/master-arxiv/DCM-00385-AX0011-Script-Strategy-Aligned-Generation-Aligning-LLMs-with-Expert-Craf.pdf,93237ede1340a8463b48f1458ff5a2503b31ab0463ee5611c7b7ef09327e0a1b,true,2026-09-06T00:26:53.493493+00:00,
